,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
53,0012A000029wI3eQAE,14,23727,True,False,0,False,False,False,False,False,True,True,False,9,5,64,40,71,7,False,0062A00000moNAfQAM,9/30/2011,9500000.0,0062A00000moNAfQAM,9/14/2010,9/30/2011 0:00,Property Sale,True,0.0,2010 3,3,2010,Investment Sales,Retail,Retail,a0A2A00000Tzn87UAB,005F0000007WnNDIA0,a0I2A00000XQIVCUA5,,,a0I2A00000XQIVCUA5,City-0364,,County-0273,N,True,Market-0045,,1.0,,82.0,14.02,191666.67,Retail,Southeast,11500000.0,9/30/2011,47.254,820009.0,60.0,1972.0
54,0012A000029wI3eQAE,14,23727,True,False,0,False,False,False,False,False,True,True,False,9,5,64,40,71,7,False,0062A00000moNH2QAM,8/5/2016,0.0,0062A00000moNH2QAM,10/14/2015,8/1/2016 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Retail,Retail,a0A2A00000TzlzNUAR,005F0000007WnNDIA0,a0I2A00000XQHUvUAP,,,a0I2A00000XQHUvUAP,City-1266,,County-0323,N,False,Market-0147,,2.0,,92.0,135.32,,Retail,West,61500000.0,8/1/2016,36.63,454473.0,,1986.0
55,0012A000029wI3eQAE,14,23727,True,False,0,False,False,False,False,False,True,True,False,9,5,64,40,71,7,False,0062A00000moNGnQAM,7/12/2011,44000000.0,0062A00000moNGnQAM,9/14/2010,7/7/2011 0:00,Property Sale,True,0.0,2010 3,3,2010,Investment Sales,Retail,Retail,a0A2A00000TzlG0UAJ,005F0000007WnNDIA0,a0I2A00000XQGqrUAH,,,a0I2A00000XQGqrUAH,City-0378,,County-0088,N,True,Market-0048,,1.0,,85.0,89.57,,Retail,West,45350000.0,7/7/2011,52.26,506327.0,,1988.0
56,0012A000029wI3eQAE,14,23727,True,False,0,False,False,False,False,False,True,True,False,9,5,64,40,71,7,False,0062A00000moNAkQAM,6/3/2011,82000000.0,0062A00000moNAkQAM,9/14/2010,6/1/2011 0:00,Property Sale,True,0.0,2010 3,3,2010,Investment Sales,Retail,Retail,a0A2A00000Tzn85UAB,005F0000007WnNDIA0,a0I2A00000XQIVAUA5,,,a0I2A00000XQIVAUA5,City-0427,,County-0209,N,True,Market-0052,10.0,2.0,,87.0,130.69,,Retail,West,71500000.0,6/1/2011,95.6,547114.0,,1985.0
57,0012A000029wI3eQAE,14,23727,True,False,0,False,False,False,False,False,True,True,False,9,5,64,40,71,7,False,0062A00000moNDaQAM,1/10/2011,0.0,0062A00000moNDaQAM,9/3/2010,1/6/2011 0:00,Fixed-rate,True,0.0,2010 3,3,2010,Debt,Retail,Retail,a0A2A00000TzlIiUAJ,005F0000007WnNDIA0,a0I2A00000XQGspUAH,,,a0I2A00000XQGspUAH,City-1074,,County-0406,N,False,Market-0104,,,,95.0,1514.33,,Retail,West,170000000.0,10/31/2005,8.51,112261.0,,1970.0
58,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobbEQAQ,9/12/2003,0.0,0062A00000mobbEQAQ,5/23/2003,9/12/2003 0:00,Fixed-rate,True,,2003 2,2,2003,Debt,Industrial,Industrial,a0A2A00000TznZsUAJ,005F0000007WnNDIA0,a0I2A00000XQIshUAH,Existing,2016 Tax @ $0.55/sf,a0I2A00000XQIshUAH,City-0488,Class B,County-0172,N,False,Market-0059,,1.0,60.0,100.0,27.35,,Industrial,Southwest,6000000.0,6/24/2009,7.25,219350.0,,1955.0
59,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobauQAA,11/16/2004,0.0,0062A00000mobauQAA,9/17/2004,11/16/2004 0:00,Fixed-rate,True,0.0,2004 3,3,2004,Debt,Industrial,Industrial,a0A2A00000TzlZKUAZ,005F0000007WnNDIA0,a0I2A00000XQH7HUAX,,,a0I2A00000XQH7HUAX,City-1156,,County-0648,N,False,Market-0185,4.0,1.0,,100.0,49.71,,Industrial,West,19000000.0,3/3/2015,22.76,382235.0,,1990.0
60,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobb9QAA,4/24/2006,0.0,0062A00000mobb9QAA,3/9/2006,4/11/2006 0:00,Fixed-rate,True,,2006 1,1,2006,Debt,Industrial,Industrial,a0A2A00000TznOFUAZ,005F0000007WnNDIA0,a0I2A00000XQIi0UAH,Existing,2016 Tax @ $0.74/sf,a0I2A00000XQIi0UAH,City-0970,Class B,County-0172,N,False,Market-0059,,1.0,148.0,100.0,,,Industrial,Southwest,,12/22/2011,4.27,68400.0,,1981.0
61,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobUAQAY,6/29/2012,0.0,0062A00000mobUAQAY,4/26/2012,6/29/2012 0:00,Fixed-rate,True,10.0,2012 2,2,2012,Debt,Office,Office,a0A2A00000Tzm51UAB,005F0000007WnNDIA0,a0I2A00000XQHa3UAH,Existing,"2015 Tax @ $2.61/sf; 2007 Ops @ $8.90/sf, 2011 Est Ops @ $7.72/sf",a0I2A00000XQHa3UAH,City-0725,Class B,County-0624,N,False,Market-0059,1.0,12.0,594.0,95.0,116.19,,Office,Southwest,21100000.0,4/24/2008,5.466019999999999,181601.0,,1973.0
62,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobbJQAQ,5/23/2011,0.0,0062A00000mobbJQAQ,3/10/2011,5/3/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Office,Office,a0A2A00000Tzm50UAB,005F0000007WnNDIA0,a0I2A00000XQHa3UAH,Existing,"2015 Tax @ $2.61/sf; 2007 Ops @ $8.90/sf, 2011 Est Ops @ $7.72/sf",a0I2A00000XQHa3UAH,City-0725,Class B,County-0624,N,False,Market-0059,1.0,12.0,594.0,95.0,116.19,,Office,Southwest,21100000.0,4/24/2008,5.466019999999999,181601.0,,1973.0
63,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobb4QAA,4/24/2008,0.0,0062A00000mobb4QAA,3/4/2008,4/24/2008 0:00,Fixed-rate,True,0.0,2008 1,1,2008,Debt,Office,Office,a0A2A00000Tzm4yUAB,005F0000007WnNDIA0,a0I2A00000XQHa3UAH,Existing,"2015 Tax @ $2.61/sf; 2007 Ops @ $8.90/sf, 2011 Est Ops @ $7.72/sf",a0I2A00000XQHa3UAH,City-0725,Class B,County-0624,N,False,Market-0059,1.0,12.0,594.0,95.0,116.19,,Office,Southwest,21100000.0,4/24/2008,5.466019999999999,181601.0,,1973.0
64,0012A000023XmSVQA0,11,2405,True,False,0,False,False,False,False,False,False,False,False,10,1,2,16,2,10,False,0062A00000mobKxQAI,7/26/2005,0.0,0062A00000mobKxQAI,12/3/2004,7/26/2005 0:00,Fixed-rate,True,,2004 4,4,2004,Debt,Office,Office,a0A2A00000TzopSUAR,005F0000007WnNDIA0,a0I2A00000XQK1AUAX,,,a0I2A00000XQK1AUAX,City-1595,,County-0217,N,False,Market-0175,,,,,,,Office,Southeast,,,,,,
66,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moAzlQAE,7/22/2013,0.0,0062A00000moAzlQAE,11/19/2012,7/22/2013 0:00,Fixed-rate,True,14.0,2012 4,4,2012,Debt,Hotel-Lodging,Hotel/Lodging,a0A2A00000TzmPFUAZ,005F0000007WnNDIA0,a0I2A00000XQHrwUAH,,,a0I2A00000XQHrwUAH,City-0609,,County-0209,N,False,Market-0071,,3.0,,72.0,,,Hotel-Lodging,Southwest,,,3.58,82852.0,191.0,1995.0
67,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB5sQAE,12/19/2011,0.0,0062A00000moB5sQAE,7/15/2011,12/19/2011 0:00,Fixed-rate,True,0.0,2011 3,3,2011,Debt,Industrial,Industrial,a0A2A00000TzpdCUAR,005F0000007WnNDIA0,a0I2A00000XQKhBUAX,Existing,2016 Tax @ $0.28/sf,a0I2A00000XQKhBUAX,City-0081,Class B,County-0239,N,False,Market-0013,1.0,1.0,232.0,100.0,198.54,,Industrial,Southeast,81000000.0,11/14/2016,17.33,407981.0,,1978.0
68,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB5dQAE,7/26/2014,0.0,0062A00000moB5dQAE,5/5/2014,7/25/2014 0:00,Fixed-rate,True,14.0,2014 2,2,2014,Debt,Industrial,Industrial,a0A2A00000TzqATUAZ,005F0000007WnNDIA0,a0I2A00000XQLELUA5,,,a0I2A00000XQLELUA5,City-0212,Class B,County-0061,N,False,Market-0065,1.0,1.0,,100.0,107.9,,Office,West,18450000.0,9/28/2016,12.0,170988.0,,1966.0
69,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moAtPQAU,9/27/2016,0.0,0062A00000moAtPQAU,3/21/2016,9/27/2016 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Office,Office,a0A2A00000TzqFpUAJ,005F0000007WnNDIA0,a0I2A00000XQLELUA5,,,a0I2A00000XQLELUA5,City-0212,Class B,County-0061,N,False,Market-0065,1.0,1.0,,100.0,107.9,,Office,West,18450000.0,9/28/2016,12.0,170988.0,,1966.0
70,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB59QAE,6/29/2007,0.0,0062A00000moB59QAE,6/28/2007,6/29/2007 0:00,Joint Venture Equity,True,,2007 2,2,2007,Equity Placement,Industrial,Industrial,a0A2A00000Tzp75UAB,005F0000007WnNDIA0,a0I2A00000XQKGKUA5,Existing,"2016 Tax @ $0.42/sf, 2011 Est Tax @ $0.29/sf; 2010 Ops @ $0.46/sf, 2011 Est Ops @ $0.46/sf",a0I2A00000XQKGKUA5,City-1352,Class A,County-0657,N,False,Market-0188,,1.0,392.0,100.0,46.61,,Industrial,Mid-Atlantic,26850000.0,2/5/2014,32.23,576000.0,,1985.0
71,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB67QAE,3/27/2008,0.0,0062A00000moB67QAE,2/18/2008,3/26/2008 0:00,Construction Loan,True,0.0,2008 1,1,2008,Debt,Land,Land,a0A2A00000TzqsJUAR,005F0000007WnNDIA0,a0I2A00000XQLlcUAH,,,a0I2A00000XQLlcUAH,City-2088,,County-0323,N,False,Market-0099,,,,,,,Land,Mid-Atlantic,,,2100.0,,,
72,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB5jQAE,3/27/2008,0.0,0062A00000moB5jQAE,2/18/2008,3/26/2008 0:00,Construction Loan,True,,2008 1,1,2008,Debt,Land,Land,a0A2A00000TzlbIUAR,005F0000007WnNDIA0,a0I2A00000XQH9CUAX,,,a0I2A00000XQH9CUAX,City-1148,,County-0255,N,False,Market-0032,,,,,,,Land,Northeast,,,300.0,,,
73,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB5YQAU,10/19/2015,0.0,0062A00000moB5YQAU,10/17/2014,10/16/2015 0:00,Property Sale,True,0.0,2014 4,4,2014,Investment Sales,Office,Office,a0A2A00000Tzkl5UAB,005F0000007WnNDIA0,a0I2A00000XQGOfUAP,Existing,2016 Tax @ $3.07/sf,a0I2A00000XQGOfUAP,City-0081,Class A,County-0239,N,False,Market-0013,2.0,16.0,230.0,100.0,327.41,,Office,Southeast,260000000.0,10/16/2015,7.22,794110.0,,2002.0
74,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB5xQAE,12/18/2013,0.0,0062A00000moB5xQAE,9/27/2013,12/31/2013 0:00,Fixed-rate,True,0.0,2013 3,3,2013,Debt,Office,Office,a0A2A00000TzpPlUAJ,005F0000007WnNDIA0,a0I2A00000XQKWgUAP,Existing,2016 Tax @ $2.94/sf,a0I2A00000XQKWgUAP,City-1715,Class A,County-0172,N,False,Market-0059,1.0,4.0,1030.0,100.0,117.46,,Office,Southwest,24175104.63,12/19/2013,11.4,205817.0,,1997.0
75,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB6CQAU,7/20/2007,0.0,0062A00000moB6CQAU,5/2/2007,7/19/2007 0:00,Floating-Rate,True,0.0,2007 2,2,2007,Debt,Office,Office,a0A2A00000TznJ0UAJ,005F0000007WnNDIA0,a0I2A00000XQIdIUAX,Existing,2016 Est Tax @ $4.00/sf; 2016 Est Ops @ $6.03/sf,a0I2A00000XQIdIUAX,City-0936,Class A,County-0284,N,True,Market-0106,,4.0,517.0,0.0,92.22,,Office,Southwest,45000000.0,2/26/2014,5.4929,487990.0,,1985.0
76,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB54QAE,7/20/2007,0.0,0062A00000moB54QAE,6/26/2007,7/19/2007 0:00,Joint Venture Equity,True,,2007 2,2,2007,Equity Placement,Office,Office,a0A2A00000TznJ1UAJ,005F0000007WnNDIA0,a0I2A00000XQIdIUAX,Existing,2016 Est Tax @ $4.00/sf; 2016 Est Ops @ $6.03/sf,a0I2A00000XQIdIUAX,City-0936,Class A,County-0284,N,True,Market-0106,,4.0,517.0,0.0,92.22,,Office,Southwest,45000000.0,2/26/2014,5.4929,487990.0,,1985.0
77,0012A000023XosfQAC,24,11039,True,False,0,False,False,False,False,False,False,True,False,20,4,11,47,14,19,False,0062A00000moB54QAE,7/20/2007,0.0,0062A00000moB54QAE,6/26/2007,7/19/2007 0:00,Joint Venture Equity,True,,2007 2,2,2007,Equity Placement,Office,Office,a0A2A00000TznJ6UAJ,005F0000007WnNDIA0,a0I2A00000XQIdMUAX,,,a0I2A00000XQIdMUAX,City-0936,Class A,County-0284,Y,True,Market-0106,2.0,10.0,,0.0,286.78,,Office,Southwest,139947138.9,1/29/2015,45.0,487990.0,,1985.0
82,0012A000023XvVZQA0,26,12658,True,False,0,False,False,False,False,False,False,True,False,23,3,23,51,28,20,False,0062A00000moGA5QAM,3/29/2011,0.0,0062A00000moGA5QAM,9/10/2010,3/29/2011 0:00,Fixed-rate,True,0.0,2010 3,3,2010,Debt,Office,Office,a0A2A00000TzoK5UAJ,005F0000007WnNDIA0,a0I2A00000XQJVjUAP,Existing,2016 Combined Tax/Ops @ $15.98/sf; 2013 Combined Est Tax/Ops @ $13.02/sf,a0I2A00000XQJVjUAP,City-0090,Class A,County-0636,N,True,Market-0016,2.0,5.0,335.0,97.0,664.96,,Office,Southwest,66100000.0,7/25/2014,3.18,99404.0,,1985.0
83,0012A000023XvVZQA0,26,12658,True,False,0,False,False,False,False,False,False,True,False,23,3,23,51,28,20,False,0062A00000moG4CQAU,12/24/2008,0.0,0062A00000moG4CQAU,9/3/2008,12/23/2008 0:00,Fixed-rate,True,0.0,2008 3,3,2008,Debt,Office,Office,a0A2A00000TzoK4UAJ,005F0000007WnNDIA0,a0I2A00000XQJVjUAP,Existing,2016 Combined Tax/Ops @ $15.98/sf; 2013 Combined Est Tax/Ops @ $13.02/sf,a0I2A00000XQJVjUAP,City-0090,Class A,County-0636,N,True,Market-0016,2.0,5.0,335.0,97.0,664.96,,Office,Southwest,66100000.0,7/25/2014,3.18,99404.0,,1985.0
84,0012A000023XvVZQA0,26,12658,True,False,0,False,False,False,False,False,False,True,False,23,3,23,51,28,20,False,0062A00000moGEJQA2,12/23/2008,0.0,0062A00000moGEJQA2,8/25/2008,12/23/2008 0:00,Joint Venture Equity,True,,2008 3,3,2008,Equity Placement,Office,Office,a0A2A00000TzoK2UAJ,005F0000007WnNDIA0,a0I2A00000XQJVjUAP,Existing,2016 Combined Tax/Ops @ $15.98/sf; 2013 Combined Est Tax/Ops @ $13.02/sf,a0I2A00000XQJVjUAP,City-0090,Class A,County-0636,N,True,Market-0016,2.0,5.0,335.0,97.0,664.96,,Office,Southwest,66100000.0,7/25/2014,3.18,99404.0,,1985.0
86,0012A000023XmP1QAK,24,20896,True,False,0,False,False,False,False,False,False,True,False,15,9,46,33,54,15,False,0062A00000mobDsQAI,10/7/2014,0.0,0062A00000mobDsQAI,7/23/2014,10/2/2014 0:00,Property Sale,True,0.0,2014 3,3,2014,Investment Sales,Office,Office,a0A2A00000TznXZUAZ,005F0000007WnNDIA0,a0I2A00000XQIqTUAX,,,a0I2A00000XQIqTUAX,City-1367,Class A,County-0574,N,False,Market-0206,1.0,3.0,,100.0,1150.01,,Office,West,64350000.0,10/2/2014,0.43,55956.0,,2002.0
90,0012A000023Y80MQAS,25,2440,True,False,0,False,False,False,False,False,False,True,False,21,4,9,27,10,21,False,0062A00000moPdrQAE,9/23/2011,0.0,0062A00000moPdrQAE,6/9/2011,9/23/2011 0:00,Fixed-rate,True,0.0,2011 2,2,2011,Debt,Office,Office,a0A2A00000TznOVUAZ,005F0000007WnNDIA0,a0I2A00000XQIiRUAX,,,a0I2A00000XQIiRUAX,City-1618,Class A,County-0010,N,False,Market-0179,1.0,37.0,,90.0,61.25,,Office,Mid-Atlantic,28500000.0,4/11/2006,0.895,465272.0,,1928.0
103,0012A000023XlStQAK,44,26816,True,False,0,False,False,False,False,False,True,True,False,42,2,44,87,64,37,False,0062A00000moPIqQAM,3/30/2011,97000000.0,0062A00000moPIqQAM,5/25/2010,3/30/2011 0:00,Property Sale,True,0.0,2010 2,2,2010,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzlBpUAJ,005F0000007WnNDIA0,a0I2A00000XQGndUAH,Existing,2011 Tax @ $2854.28/Unit,a0I2A00000XQGndUAH,City-0020,Class A,County-0008,N,False,Market-0245,1.0,5.0,375.0,93.0,367142.86,367142.86,Multi-Housing,Mid-Atlantic,102800000.0,3/13/2013,2.8,280.0,280.0,2009.0
104,0012A000023XlStQAK,44,26816,True,False,0,False,False,False,False,False,True,True,False,42,2,44,87,64,37,False,0062A00000moQ4TQAU,9/22/2016,0.0,0062A00000moQ4TQAU,3/7/2016,9/14/2016 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzq7SUAR,005F0000007WnNDIA0,a0I2A00000XQL5kUAH,Existing,2014 Tax @ $299.59/Unit,a0I2A00000XQL5kUAH,City-0488,Class A,County-0172,N,False,Market-0059,2.0,5.0,553.0,77.0,232.83,192934.78,Multi-Housing,Southwest,71000000.0,9/14/2016,3.7230000000000003,304950.0,368.0,2015.0
106,0012A000023XlStQAK,44,26816,True,False,0,False,False,False,False,False,True,True,False,42,2,44,87,64,37,False,0062A00000moPLqQAM,3/22/2011,45250000.0,0062A00000moPLqQAM,10/29/2010,3/21/2011 0:00,Property Sale,True,0.0,2010 4,4,2010,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzlBJUAZ,005F0000007WnNDIA0,a0I2A00000XQGnAUAX,Existing,2011 Tax @ $2654.02/Unit,a0I2A00000XQGnAUAX,City-0488,Class A,County-0172,N,False,Market-0059,1.0,4.0,556.0,95.0,136.9,128521.13,Multi-Housing,Southwest,45625000.0,3/21/2011,6.19,333277.0,355.0,2009.0
