key,score
528113,0.403502
27004,0.918785
153293,0.794926
24623,0.954956
302078,0.393567
566557,0.629252
453089,0.0300746
175866,0.308148
163857,0.532973
94927,0.920886
316118,0.0411377
37990,0.568875
120381,0.925019
207661,0.658804
410131,0.308159
350347,0.249562
491432,0.122456
139266,0.937323
256430,0.658492
409075,0.798545
360951,0.663036
187633,0.685256
98874,0.381812
181490,0.13171
40044,0.910822
555594,0.706533
280578,0.758789
528162,0.545117
204981,0.01251
17682,0.928798
74784,0.92463
194995,0.51375
381502,0.104541
47963,0.539528
44226,0.855211
230286,0.781672
179095,0.164517
107048,0.705413
221509,0.45546
101210,0.776416
374912,0.155693
432655,0.226029
369136,0.482994
383742,0.156317
319067,0.408512
383449,0.320148
291339,0.399036
380955,0.872464
97369,0.935232
31279,0.785331
30346,0.936775
306019,0.394105
458762,0.128243
468377,0.656152
106794,0.830844
494558,0.741572
431919,0.478388
83116,0.964486
26180,0.495779
225317,0.190663
217243,0.0120296
247784,0.0761451
509785,0.796767
278373,0.0877362
423860,0.179692
249468,0.0181985
237724,0.831962
42735,0.931862
128246,0.742192
481822,0.274919
418860,0.422738
96369,0.462923
400841,0.540242
571986,0.802725
178191,0.633945
525372,0.271793
568962,0.383792
428405,0.652057
481473,0.0131797
57662,0.764137
511568,0.180732
249811,0.555018
104570,0.885456
281830,0.00291747
388622,0.503733
57203,0.589383
225295,0.571893
458184,0.392823
548656,0.380029
130431,0.620201
263770,0.294001
146157,0.636012
546815,0.299929
39685,0.438526
278962,1.76463e-07
334209,0.550367
34297,0.614365
349799,0.575738
580966,0.310278
408662,0.186798
69462,0.777808
2356,0.766862
276744,0.0445337
381534,0.488776
14475,0.416233
157664,0.689624
419178,0.72158
268461,0.53535
165930,0.55901
54263,0.0718569
429729,0.5691
373652,0.294244
513202,0.764207
527200,0.294826
572775,0.377716
49546,0.83555
461195,0.189681
181410,0.436473
576472,0.252529
554942,0.258512
463189,0.328946
117788,0.564297
381704,0.876876
140108,0.757526
316400,0.614085
541482,0.0851675
169973,0.532962
539220,0.0971633
11090,0.294272
308006,0.521003
457903,0.815469
552834,0.529129
311791,0.623594
225367,0.0267939
78046,0.742276
38993,0.81632
152381,0.803652
531196,0.0270994
436930,0.0331916
232347,0.860883
84424,0.843272
561016,0.172815
531059,0.29702
463936,0.752593
519095,0.520575
127634,0.686757
563167,0.522269
455108,0.171048
314860,0.0753503
563137,0.608877
51408,0.829946
127465,0.813457
450839,0.588623
563682,0.741896
303931,0.465769
67153,0.367283
88079,0.817459
486215,0.0358019
487389,0.612364
31973,0.65689
306040,0.423499
523026,0.673604
208313,0.430459
329576,0.752719
171963,0.460735
60488,0.547698
128946,0.531174
39887,0.807911
90204,0.603129
567539,1.42706e-06
219667,0.505357
359817,0.156172
293058,0.00477131
110938,0.917261
350388,0.391808
167043,0.552155
168779,0.51198
332757,0.905184
152349,0.905173
522520,0.361518
66252,0.849727
12808,0.184077
383907,0.598527
567602,0.516908
569776,0.68544
267304,2.15521e-06
290448,0.358884
478962,0.65622
455040,0.277509
332552,0.0532258
399017,0.633316
118974,0.915573
354857,0.492811
17187,0.514075
272347,0.20433
202992,0.17431
555386,0.0911761
415933,0.601268
78078,0.81751
128353,0.721233
70201,0.903881
170805,0.54341
567283,0.106696
22767,0.917405
94206,0.908272
389507,0.886814
211741,0.0405004
399095,0.471916
94449,0.926831
180437,0.330984
358346,0.273864
268055,0.730507
386221,0.856086
98156,0.516583
419458,0.592452
31288,0.803336
249598,0.809398
91668,0.79333
533643,0.21893
365656,0.00795021
222863,0.798342
29804,0.884173
113540,0.816796
557573,0.973558
484527,0.396481
297268,0.0697033
21195,0.833813
481542,0.282925
171670,0.480311
574831,0.77838
5610,0.104898
29493,0.863253
135402,0.444347
310682,0.658521
258969,6.86795e-07
211390,0.689557
34108,0.673225
546487,0.0449632
494621,0.247554
27134,0.497557
13608,0.628132
287315,0.744842
215734,0.0288565
417202,0.336257
471306,0.124378
405922,0.389182
248279,1.97874e-07
53817,0.817674
258681,0.855946
552262,0.82331
100589,0.569328
414366,0.376631
182681,0.640977
279736,0.108243
455963,0.216688
303993,0.672974
311544,0.614776
107815,0.911194
495774,0.685699
182033,0.270928
439646,0.03207
421559,0.419845
421359,0.687137
57337,0.702297
481596,0.467439
528012,0.232135
328015,0.648674
224232,0.756046
244414,0.68445
288942,0.129838
471591,0.369545
345558,0.478639
70685,0.352506
474819,0.0303622
10317,0.20705
504220,0.495913
474786,0.454701
481686,0.531402
357546,0.564127
413833,0.867999
429930,0.476421
176415,0.234624
386135,0.0679441
416151,0.185447
99993,0.51767
482973,0.0638473
382338,0.739012
38428,0.946235
406292,0.25037
395771,0.151046
2007,0.891718
251450,0.766305
254669,0.56284
32157,0.926026
508721,0.798474
411843,0.457346
506262,0.466026
49078,0.201903
222027,0.583615
573712,0.212507
200081,0.221392
483746,0.33989
35601,0.684163
63626,0.86713
72814,0.419755
460823,0.366932
553342,0.924098
67361,0.914637
356771,0.140905
169168,0.723838
92974,0.840369
462966,0.444985
531405,0.642976
69029,0.821048
121717,0.680511
135240,0.671145
474978,0.493011
490462,0.35669
492272,0.319374
54128,0.851069
505895,0.243267
166478,0.563341
97115,0.947106
100423,0.868446
572584,0.26553
560471,0.487716
499419,0.35718
367497,0.513475
200396,0.247271
559729,0.0237813
572778,0.456449
481329,0.47935
160716,0.514156
201247,0.28538
175158,0.525177
10788,0.212279
133946,0.844943
318538,0.718994
298096,0.0936117
68367,0.918385
41297,0.783932
266772,8.99764e-07
468208,0.336568
30904,0.807613
123875,0.568586
434713,0.648999
324630,0.606093
19906,0.847233
138723,0.582392
551527,0.920192
405046,0.812244
72384,0.707971
197616,0.400767
542594,0.0449065
491954,0.0873356
578356,0.230699
94724,0.782657
8472,0.89099
192653,0.342517
270111,0.100268
134367,0.498846
313415,0.287686
17077,0.883644
465267,0.324638
547902,0.340765
45649,0.658255
423863,0.144238
311126,0.216316
171975,0.234036
489284,0.293969
477521,0.640683
329361,0.275849
234889,0.796211
400306,0.668095
151498,0.485284
132783,0.765442
407149,0.34422
403331,0.396655
529487,0.313324
259782,0.748515
563990,0.641302
33798,0.927411
355889,0.464134
413564,0.428454
276701,0.135509
373158,0.621334
157289,0.695577
178929,0.528291
565555,0.807636
220485,0.574198
86864,0.637413
435268,0.0482396
82286,0.764075
215758,0.0257085
498116,0.740468
522929,0.0649006
364278,0.600817
553991,0.627902
534919,0.0734441
6748,0.262077
163825,0.388657
321768,0.60565
150900,0.488542
514541,0.217722
514104,0.00947226
409341,0.236534
214766,0.738933
262848,0.324233
410516,0.115451
380525,0.199099
126703,0.522931
467099,0.018777
221419,0.043102
405406,0.468021
442806,0.304348
387974,0.339314
486876,0.399743
74179,0.856135
166597,0.776693
248786,0.192851
330107,0.451693
361713,0.787955
154186,0.761081
433283,0.509588
272294,4.44416e-07
350748,0.544533
203506,0.1884
541801,0.035368
410118,0.372292
233811,0.630269
87149,0.806628
322724,0.0737946
223900,0.666577
70020,0.908157
279367,0.808946
464270,0.255428
335454,0.0269505
569009,0.597857
431149,0.201411
276340,0.250048
514365,0.376481
31449,0.904918
429068,0.326709
199784,0.408404
279461,0.0804675
42943,0.662683
491121,0.353417
424955,0.203357
495272,0.685992
501152,0.38477
484074,0.271368
526709,0.431773
444481,0.630318
200782,0.480623
112645,0.946827
315449,0.080405
454167,0.288985
203772,0.253321
436046,0.493483
248111,0.687071
249038,0.818535
246658,4.06157e-07
120813,0.877048
462900,0.647559
373552,0.169627
500297,0.414264
319076,0.354434
399918,0.31713
141762,0.50077
210488,0.54698
416674,0.466007
305012,0.612845
253051,0.0355904
180537,0.270762
413680,0.386313
330792,0.273575
74775,0.809147
475995,0.824579
325819,0.350762
102683,0.906994
388408,0.231345
100969,0.647836
462595,0.214783
427914,0.718413
157165,0.848623
494625,0.356262
551794,0.496302
16480,0.835475
93074,0.933076
173970,0.483375
397801,0.0664465
320089,0.274009
498464,0.623041
516892,0.410965
502208,0.61291
543731,0.356199
172578,0.391649
510985,0.328386
222467,0.669319
215879,0.198208
308418,0.596183
114565,0.753861
110356,0.824032
192360,0.171829
484921,0.00506967
267511,0.799335
1780,0.240699
360988,0.403603
368868,0.170449
330168,0.779971
58493,0.752676
508958,0.233889
498384,0.424274
287282,0.0484618
500728,0.523019
445317,0.531597
484267,0.206054
41138,0.936536
156891,0.71877
272823,0.173111
177536,0.3036
123898,0.655765
313849,0.655209
9742,0.0166693
40255,0.877035
257187,0.558498
563969,0.860942
162112,0.685927
209255,0.170562
11112,0.0777751
235028,0.023132
75616,0.921978
435886,0.0158054
256459,0.45208
156272,0.523306
274255,0.596986
277661,0.73667
251099,0.916717
276610,0.10564
403811,0.422572
50605,0.863434
430840,0.411143
512393,0.323429
105682,0.524995
343000,0.700629
34449,0.720242
170264,0.526353
47867,0.898385
6637,0.791943
227876,0.625281
392372,0.467096
393687,0.353087
481508,0.285448
52103,0.840248
77653,0.933019
572510,0.338794
267603,0.739951
435951,0.340279
172871,0.621311
317627,0.710012
228036,0.910534
52009,0.798934
165411,0.530052
135962,0.701861
350513,0.277644
286325,0.0528507
106371,0.907198
373825,0.891367
194090,0.0398763
102760,0.873691
308596,0.573558
511384,0.253508
470062,0.299873
435046,0.529099
87196,0.957296
75181,0.854193
12817,0.0849879
103218,0.69339
195711,0.144
110932,0.865598
350010,0.620659
523561,0.452616
258101,0.613089
515072,0.0122147
237068,0.916608
24240,0.690327
261100,0.0995683
273324,0.14885
420041,0.405149
155840,0.581244
26687,0.9295
393203,0.626156
183502,0.57956
287599,0.0497424
169587,0.451989
385200,0.481996
34058,0.573845
387196,0.233552
243333,0.726632
197846,0.232734
527601,0.117365
427515,0.473491
248301,0.118857
572386,0.618269
5502,0.0731459
313430,0.456943
317661,0.426213
69431,0.348897
197632,0.556446
388876,0.912747
533701,0.291214
472205,0.154408
175830,0.620843
329941,0.546549
196779,0.618677
169369,0.371138
419826,0.250484
536353,0.343425
309395,0.624189
38498,0.920873
549779,0.769375
534344,0.0298365
202340,0.461297
417791,0.790009
207704,0.119121
244768,0.442514
447783,0.280437
377949,0.846546
273533,0.549339
522342,0.595844
38465,0.94076
563894,0.463986
46357,0.363301
495313,0.00698597
186567,0.613551
376960,0.822409
302041,0.708437
520027,0.767521
269859,0.688783
253803,0.0767479
49486,0.763108
305104,0.578609
55722,0.849061
376556,0.512049
162493,0.544765
203508,0.206024
277018,0.578005
435981,0.0360873
130343,0.346656
173341,0.228764
17335,0.716549
333363,0.0154713
222202,0.043931
243174,0.860888
268680,0.184888
504393,0.845894
338906,0.191565
1306,0.122188
441841,0.638301
405218,0.246078
390592,0.0738746
364923,0.437146
418228,0.518038
190920,0.615027
164187,0.522698
132885,0.585982
338176,0.0178985
551913,0.915301
140036,0.568068
287112,0.00868975
353454,0.436606
274766,0.795069
274077,0.411206
94810,0.663746
19040,0.894739
422473,0.801562
445521,0.195855
150206,0.747657
462854,0.476868
61973,0.294421
483441,0.390531
191241,0.496407
379359,0.199538
497845,0.312141
270142,0.0974142
343869,0.475928
85962,0.674535
507978,0.16262
352654,0.514678
150535,0.905326
48437,0.813038
458351,0.293449
177094,0.509381
28260,0.521187
476013,0.7854
496572,0.63374
160290,0.559319
166370,0.55339
360297,0.649737
291278,0.183901
175859,0.235533
194247,0.574252
513438,0.529588
153756,0.575579
423540,0.693008
464116,0.02741
477622,0.0307115
137451,0.924107
309810,0.0182966
539706,0.0826685
457542,0.096702
59967,0.87721
163757,0.672591
135585,0.719298
124573,0.649487
243053,2.87031e-06
246224,0.790495
58969,0.828479
6636,0.588893
431601,0.0944006
154594,0.739463
101009,0.899888
488556,0.55803
511160,0.355316
138210,0.820122
48620,0.734389
220722,0.290616
7846,0.41575
247693,0.103341
323790,0.259715
144258,0.441152
338394,0.900591
347991,0.274124
146180,0.754205
447116,0.370582
536723,0.337564
320998,0.280192
149803,0.509951
131640,0.650755
121518,0.944375
514624,0.1979
327259,0.255154
550860,0.390806
182975,0.610291
118172,0.737074
433670,0.388976
428916,0.505807
287828,0.282141
149390,0.819381
394524,0.538598
443014,0.483682
156350,0.586163
499864,0.70153
199216,0.21695
472598,0.261084
132296,0.406016
96648,0.457065
541526,0.0173604
510722,0.23178
328514,0.632697
187057,0.29594
497602,0.376773
198542,0.541433
101410,0.383939
124650,0.78052
314966,0.0189056
262276,0.220641
194204,0.426325
221273,0.73702
482369,0.208629
30300,0.937755
521966,0.0275248
331733,0.147558
486774,0.0745819
346235,0.419609
512725,0.769146
556861,0.147135
221318,0.935995
117511,0.953378
498996,0.713455
428911,0.738899
71981,0.8554
327964,0.304497
416891,0.296502
112833,0.784655
220839,0.450229
315614,0.323852
13205,0.00782405
530361,0.0367231
531795,0.657309
20072,0.716519
440310,0.801486
273774,0.00564292
536819,0.372699
285697,0.626002
456294,0.469467
425762,0.587252
23591,0.515578
401218,0.433765
529825,0.30232
170406,0.457537
51979,0.812128
448644,0.491633
497656,0.726709
125135,0.665285
547373,0.114734
175701,0.7001
41277,0.556705
473597,0.673845
431309,0.628623
356460,0.0213736
144485,0.721874
411410,0.234214
279414,0.0842504
367440,0.751371
57852,0.865059
518852,0.440622
533962,0.230782
495033,0.633648
446328,0.322916
308556,0.755071
264367,0.863799
542719,0.00818836
489278,0.312508
223732,0.662916
366582,0.737028
418155,0.0342037
59593,0.428067
303088,0.478511
22365,0.78087
553789,0.304135
575202,0.427932
475791,0.337204
201580,0.576739
458315,0.479145
573112,0.66037
84770,0.709132
53331,0.823978
107929,0.537119
331986,0.405122
193414,0.274577
561326,0.173059
385042,0.801205
281813,0.0692567
557692,0.87109
33947,0.556746
252149,0.407398
174841,0.594567
377599,0.798355
419441,0.398187
311744,0.722853
98345,0.476526
394019,0.883239
135883,0.628468
125216,0.252076
184894,0.766158
64655,0.458298
210410,0.246236
13751,0.682996
823,0.0462415
188846,0.297602
112938,0.783401
417453,0.202865
438219,0.370526
31119,0.471933
548097,0.502749
23547,0.871366
496987,0.519869
216753,0.367593
231214,0.768403
334762,0.00712104
306629,0.816797
431494,0.282009
178889,0.234682
354505,0.529512
529861,0.21057
357980,0.393295
69342,0.806419
313750,0.0237527
166266,0.355745
131910,0.694682
448342,0.566827
280400,0.371074
553812,0.541977
514372,0.323611
240624,0.194353
386286,0.391772
569848,0.907038
43033,0.570958
484829,0.639611
178583,0.368806
75487,0.834129
86672,0.578314
437389,0.0372778
388803,0.602057
462626,0.0847686
347761,0.337031
355625,0.358378
96073,0.954113
176655,0.31498
514917,0.669327
270251,2.4587e-07
291733,0.107413
317754,0.266542
532803,0.222503
97515,0.495171
499334,0.692865
420431,0.329589
35776,0.370623
194751,0.362312
514897,0.405973
478955,0.734654
337722,0.90603
553274,0.666782
113173,0.81903
264976,0.128019
474465,0.029746
349814,0.677099
261955,0.813913
522303,0.560341
48222,0.946008
359759,0.681072
84903,0.851368
86328,0.789132
445114,0.17248
403943,0.111583
537009,0.327216
261274,0.0649752
50588,0.691345
17666,0.940111
498030,0.412773
271931,0.328964
44122,0.640062
437373,0.0324422
27662,0.88449
314752,0.766855
465962,0.405229
107409,0.736526
362008,0.771099
80935,0.704112
286992,2.64048e-07
373450,0.897308
86039,0.809145
340652,0.668355
154030,0.520757
190028,0.260384
517176,0.320902
558547,0.371864
367224,0.895705
520806,0.393468
538829,0.334263
259880,0.697286
485803,0.3663
533438,0.14168
214158,0.74368
448025,0.256745
307096,0.762228
568088,0.730185
94031,0.806547
242946,0.173075
572632,0.251974
51583,0.599743
8863,0.306175
477986,0.210738
458167,0.378673
318494,0.678587
222357,0.86663
130311,0.86194
313367,0.639576
58464,0.858686
481109,0.778167
201486,0.194297
488141,0.749222
17878,0.939804
463889,0.668575
344525,0.130381
25298,0.558137
298627,0.0181615
526430,0.0254866
312332,0.723181
434055,0.208809
72503,0.333827
357666,0.0206596
181012,0.4072
470618,0.369517
149012,0.654117
295245,0.478279
99954,0.967384
128456,0.955045
402460,0.247829
248355,0.0864417
346441,0.739191
496764,0.457531
125978,0.479033
411474,0.418199
533095,0.276727
383119,0.385334
338559,0.315709
144235,0.534596
262753,0.21803
446754,0.416505
164664,0.574891
212398,0.0394665
309914,0.569753
49797,0.179979
113872,0.58041
472566,0.336855
83019,0.945281
299640,0.645746
96864,0.787917
328609,0.016978
515926,0.518607
73640,0.940046
169943,0.462657
137876,0.20228
334491,0.444637
409958,0.12536
296795,0.13506
2034,0.0222581
409287,0.407274
374049,0.892076
134873,0.579289
505552,0.173787
28941,0.820429
414503,0.196794
393697,0.514144
159131,0.506255
187267,0.312616
282033,0.0764925
532811,0.180633
468455,0.439484
248703,0.0919974
165071,0.36955
579372,0.684948
441072,0.328954
444270,0.486521
247595,0.13067
111704,0.439102
579835,0.668645
49986,0.758217
576482,0.448607
335880,0.606962
3503,0.00872263
123377,0.0585788
546503,0.136254
147532,0.839304
410617,0.212731
57639,0.634718
47025,0.733313
450216,0.52395
273585,0.691374
345724,0.556275
190036,0.348744
259894,0.689629
379513,0.0242961
556575,0.834533
298110,0.0742946
319669,0.296917
83727,0.971108
536060,0.520061
243955,5.12537e-07
511354,0.474004
436717,0.12758
303080,0.507423
430872,0.623767
47237,0.564679
183432,0.281519
308459,0.443571
121389,0.781265
286516,0.110457
197152,0.366216
265923,0.0962131
168509,0.488613
335535,0.0133084
223244,0.61229
520841,0.11518
456771,0.364544
176731,0.454811
389403,0.542422
383386,0.0273667
437970,0.375479
116891,0.73985
410496,0.127796
96338,0.961729
523624,0.365492
527766,0.241678
296319,0.0836667
357393,0.146526
421697,0.541862
87652,0.411644
217169,0.737753
36686,0.815771
362048,0.53723
65667,0.870144
453174,0.255831
36461,0.922601
368349,0.68462
348785,0.863769
518925,0.397054
220663,0.0336765
2480,0.148787
239019,0.447106
130714,0.399911
452107,0.0999029
286689,0.274836
573951,0.206672
502358,0.369829
342461,0.230851
301837,0.0838603
500630,0.183751
107096,0.720579
185404,0.466161
15383,0.844595
268790,0.205606
391759,0.35921
82012,0.641254
188040,0.549147
67999,0.748002
425860,0.214674
243921,0.646147
80769,0.962409
21975,0.945934
208779,0.039109
491266,0.374164
282750,0.658168
359177,0.425792
544211,0.506781
505780,0.179884
38532,0.346013
245899,0.78542
129285,0.723295
571913,0.879755
79000,0.920485
338000,0.376778
198402,0.531074
357291,0.487141
395920,0.623579
110266,0.229981
415433,0.170989
448817,0.423804
125786,0.550478
302870,0.325916
413415,0.259071
102676,0.896325
380527,0.241276
135246,0.641504
77799,0.805662
398573,0.401741
96292,0.930291
168900,0.0755812
205691,0.371402
319649,0.729931
387330,0.385924
255415,0.604359
165788,0.780994
156167,0.786697
495358,0.145824
229152,8.5965e-07
58365,0.898656
493775,0.351151
442995,0.337947
53649,0.558462
253106,0.0431908
420278,0.161308
121203,0.89389
286181,0.787641
215099,0.710207
250728,0.139294
415180,0.894224
528934,0.580308
435374,0.674016
280343,0.175725
557769,0.0362865
397835,0.421301
192974,0.203881
148209,0.45516
530664,0.367184
542051,0.116024
439184,0.398164
530495,0.247432
212800,0.322195
500495,0.79672
178886,0.241827
267153,0.0631479
501084,0.311569
576586,0.516929
472477,0.417552
78183,0.8357
513851,0.309901
23626,0.347572
351728,0.279698
316086,0.106588
254416,0.189808
158845,0.736207
258043,0.603316
497476,0.370272
44063,0.754814
330867,0.832769
165190,0.549624
503887,0.191601
173939,0.503433
178190,0.58469
175358,0.496079
238275,0.722345
163069,0.753878
37304,0.859974
560161,0.20551
415112,0.479395
527028,0.608338
297304,1.1797e-07
1014,0.712289
461199,0.246851
451235,0.486974
173551,0.356299
342032,0.164164
394891,0.761079
178856,0.337231
19133,0.559521
138768,0.620661
477857,0.512843
559246,0.345557
557051,0.132994
238217,0.693743
551255,0.0636027
386502,0.283465
243704,0.869566
511987,0.409335
578624,0.756801
382437,0.191134
120469,0.847288
29508,0.751935
223483,0.0197397
544765,0.393827
296071,0.253795
86739,0.881551
309659,0.0835631
540155,0.268442
487189,0.566357
222186,0.0199321
268835,0.4804
150157,0.713537
223849,0.79606
20050,0.938599
69276,0.820291
203930,0.502625
236346,0.811378
524511,0.0556864
189869,0.467635
512073,0.336993
234273,0.700249
83071,0.970911
225492,0.737777
111691,0.601708
483137,0.326558
30153,0.72441
318905,0.587608
147286,0.471024
368269,0.475746
414663,0.120648
339427,0.137676
434758,0.0932721
494376,0.26397
382465,0.395098
251360,0.0582078
104793,0.821146
500018,0.358087
32426,0.671102
530319,0.225231
397836,0.416977
3185,0.677908
90690,0.939601
186763,0.578775
183155,0.384701
575737,0.75142
415349,0.527541
522623,0.377376
104171,0.768901
219029,0.261698
300602,0.0277781
313442,0.683217
299167,0.633573
314083,0.71419
419134,0.138027
491905,0.291575
21914,0.859225
197486,0.244223
277524,0.35437
426052,0.129081
370171,0.735036
463882,0.582494
574261,0.304718
119859,0.805705
58304,0.809519
287822,0.246566
524967,0.361803
577049,0.561579
572448,0.703712
169848,0.629833
412572,0.0323996
340045,0.625734
39205,0.732171
427956,0.554428
434609,0.739218
154867,0.579566
119866,0.786349
33383,0.89642
129196,0.961517
282561,0.228247
516937,0.17865
458990,0.596817
332129,0.482754
354118,0.137554
278310,0.0970083
569742,0.541148
4694,0.02739
80482,0.963171
400775,0.872042
135987,0.870593
325501,0.0372304
436650,0.304627
360090,0.0171402
502541,0.387778
322599,0.66556
242225,0.587159
28942,0.803813
45810,0.941998
268769,2.44917e-06
552306,0.786982
145855,0.620289
151216,0.791332
5043,0.0300076
304299,2.28071e-07
280606,0.00898493
577234,0.429608
250820,0.784805
438315,0.351833
565764,0.747803
6200,0.0177893
569142,0.438174
139486,0.689946
267021,0.826684
297625,0.663128
565957,0.795518
363631,0.0266292
431839,0.38278
557701,0.182913
426199,0.478088
126393,0.483061
547374,0.113515
410174,0.463467
112297,0.920095
441691,0.315761
371015,0.756162
266890,0.403305
353914,0.529863
22848,0.780916
487622,0.674099
36770,0.858991
187364,0.669733
141610,0.732621
21704,0.66628
474926,0.426166
121051,0.678843
529055,0.302917
36165,0.34865
335669,0.549517
486462,0.750216
156411,0.782641
3811,0.218666
41683,0.785281
63003,0.60623
552058,0.428015
316849,0.00863777
481114,0.767304
547987,0.0493554
51101,0.920611
308588,0.766982
441506,0.133812
264797,0.812202
119242,0.655936
165732,0.633567
246905,0.336201
16746,0.842918
312166,0.594167
270798,0.161673
262711,0.193886
243273,0.505132
368394,0.0080775
230843,0.793247
170714,0.315868
120739,0.916944
296633,0.664336
360686,0.0176076
227237,1.55142e-06
118429,0.627821
397670,0.287936
201996,0.26579
143135,0.905848
207371,0.507932
207779,0.464089
545737,0.173144
79079,0.95566
521640,0.27419
458684,0.366253
79741,0.860912
336393,0.577736
283192,0.15458
514523,0.40953
193211,0.0334313
514112,0.115786
318542,0.627989
213248,0.814579
549448,0.313628
424108,0.708522
175863,0.294124
536279,0.274626
426611,0.212986
164398,0.538317
303371,0.282163
387198,0.250861
251139,0.135374
535680,0.322218
48801,0.771989
15193,0.79429
513638,0.198663
174289,0.363161
157813,0.608369
226523,0.708552
388517,0.777819
185498,0.198085
257684,0.522326
87334,0.780361
261845,0.521133
145000,0.659462
96837,0.941996
214732,0.696364
289624,0.631021
41906,0.798126
87851,0.615258
150506,0.593935
325450,0.00989596
29592,0.85232
544934,0.301978
338670,0.529255
29361,0.644669
401519,0.110048
214720,0.452801
395091,0.014191
181251,0.523407
26853,0.735502
308707,0.0117506
560174,0.52346
237418,0.0227688
543555,0.621928
539004,0.00603838
39178,0.908619
191010,0.603872
451287,0.759109
258895,0.783059
17018,0.952375
268951,0.622267
66255,0.862866
547974,0.00746343
255328,0.463015
557927,0.310482
39140,0.899094
544799,0.248668
404925,0.310378
440585,0.104786
501925,0.116564
513806,0.291045
270061,0.789753
371136,0.0249986
1245,0.714345
154086,0.567944
129420,0.674788
324068,0.015411
223905,0.145275
190840,0.191453
19393,0.821975
451760,0.731512
65482,0.912474
125850,0.639412
424119,0.710805
403050,0.488918
454065,0.219719
128268,0.545769
539771,0.0321403
438333,0.38736
4626,0.356112
484638,0.102235
101071,0.902212
284925,0.42786
319016,0.679241
84837,0.937179
73759,0.636751
90726,0.955903
444552,0.224568
270048,0.842686
273284,0.0590839
480146,0.272686
79087,0.922048
36635,0.77971
