id_deals,id_accs,accounting_date,best_initial_bid,id_deals,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type
0062A00000modF5QAI,0012A000023YLJCQA4,2/1/2002,0,0062A00000modF5QAI,12/24/2002,2/28/2002 0:00,Floating-Rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mo9nFQAQ,0012A000023YBwcQAG,7/16/1999,0,0062A00000mo9nFQAQ,12/24/2002,7/16/1999 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000moCDdQAM,0012A000023XtJbQAK,1/27/2003,0,0062A00000moCDdQAM,2/15/2003,1/27/2003 0:00,Miscellaneous,TRUE,,2003 1,1,2003,Debt,Healthcare,Seniors Housing
0062A00000moCDJQA2,0012A000023XtJbQAK,2/14/2003,0,0062A00000moCDJQA2,2/14/2003,2/14/2003 0:00,Miscellaneous,TRUE,,2003 1,1,2003,Debt,Healthcare,Seniors Housing
0062A00000moC6nQAE,0012A000023XtJbQAK,12/9/2002,0,0062A00000moC6nQAE,12/24/2002,12/9/2002 0:00,Miscellaneous,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000moC8bQAE,0012A000023XtJbQAK,10/21/2002,0,0062A00000moC8bQAE,12/24/2002,10/21/2002 0:00,Miscellaneous,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000moCYbQAM,0012A000024GOrDQAW,8/1/2003,0,0062A00000moCYbQAM,2/7/2003,8/1/2003 0:00,Fixed-rate,TRUE,,2003 1,1,2003,Debt,Healthcare,Seniors Housing
0062A00000moHtQQAU,0012A000023Xu7yQAC,11/10/2005,0,0062A00000moHtQQAU,3/16/2005,11/9/2005 0:00,Fixed-rate,TRUE,0,2005 1,1,2005,Debt,Healthcare,Healthcare
0062A00000moCDAQA2,0012A000023XtJbQAK,3/20/2003,0,0062A00000moCDAQA2,3/19/2003,3/20/2003 0:00,Miscellaneous,TRUE,,2003 1,1,2003,Debt,Healthcare,Seniors Housing
0062A00000mo8ydQAA,0012A000023XpUdQAK,9/1/2003,0,0062A00000mo8ydQAA,3/20/2003,9/30/2003 0:00,Floating-Rate,TRUE,,2003 1,1,2003,Debt,Healthcare,Seniors Housing
0062A00000mo994QAA,0012A000023XpUdQAK,9/1/2003,0,0062A00000mo994QAA,3/20/2003,9/30/2003 0:00,Floating-Rate,TRUE,,2003 1,1,2003,Debt,Healthcare,Seniors Housing
0062A00000moCDOQA2,0012A000023XtJbQAK,6/16/2003,0,0062A00000moCDOQA2,6/23/2003,6/16/2003 0:00,Miscellaneous,TRUE,,2003 2,2,2003,Debt,Healthcare,Seniors Housing
0062A00000moCYvQAM,0012A000024GOrDQAW,8/1/2003,0,0062A00000moCYvQAM,8/7/2003,8/1/2003 0:00,Fixed-rate,TRUE,,2003 3,3,2003,Debt,Healthcare,Seniors Housing
0062A00000moCDTQA2,0012A000023XtJbQAK,4/25/2003,0,0062A00000moCDTQA2,4/25/2003,4/25/2003 0:00,Miscellaneous,TRUE,,2003 2,2,2003,Debt,Healthcare,Seniors Housing
0062A00000mo9uVQAQ,0012A000023XqYzQAK,8/18/2003,0,0062A00000mo9uVQAQ,5/16/2003,8/18/2003 0:00,Construction Loan,TRUE,,2003 2,2,2003,Debt,Healthcare,Healthcare
0062A00000moCDEQA2,0012A000023XtJbQAK,5/22/2003,0,0062A00000moCDEQA2,5/22/2003,5/22/2003 0:00,Miscellaneous,TRUE,,2003 2,2,2003,Debt,Healthcare,Seniors Housing
0062A00000mo9o0QAA,0012A000023XqYzQAK,8/18/2003,0,0062A00000mo9o0QAA,7/15/2003,8/18/2003 0:00,Mezzanine,TRUE,,2003 3,3,2003,Equity Placement,Healthcare,Healthcare
0062A00000moC4sQAE,0012A000023XtJbQAK,7/10/2003,0,0062A00000moC4sQAE,7/11/2003,7/10/2003 0:00,Miscellaneous,TRUE,,2003 3,3,2003,Debt,Healthcare,Seniors Housing
0062A00000moCDYQA2,0012A000023XtJbQAK,8/8/2003,0,0062A00000moCDYQA2,8/8/2003,8/8/2003 0:00,Miscellaneous,TRUE,,2003 3,3,2003,Debt,Healthcare,Seniors Housing
0062A00000moLXwQAM,0012A000023YDB2QAO,5/2/2006,0,0062A00000moLXwQAM,5/9/2005,5/1/2006 0:00,Fixed-rate,TRUE,0,2005 2,2,2005,Debt,Healthcare,Healthcare
0062A00000moHwiQAE,0012A000023Xu7yQAC,9/30/2005,0,0062A00000moHwiQAE,5/24/2005,9/27/2005 0:00,Fixed-rate,TRUE,0,2005 2,2,2005,Debt,Healthcare,Healthcare
0062A00000moHs4QAE,0012A000023Xu7yQAC,7/25/2006,0,0062A00000moHs4QAE,5/24/2005,7/21/2006 0:00,Fixed-rate,TRUE,0,2005 2,2,2005,Debt,Healthcare,Healthcare
0062A00000moB5iQAE,0012A000023XosfQAC,9/29/2005,0,0062A00000moB5iQAE,8/24/2005,9/22/2005 0:00,Floating-Rate,TRUE,0,2005 3,3,2005,Debt,Healthcare,Healthcare
0062A00000modLmQAI,0012A000023Xt1bQAC,5/9/2006,0,0062A00000modLmQAI,9/19/2005,5/9/2006 0:00,Construction Loan,TRUE,,2005 3,3,2005,Debt,Healthcare,Healthcare
0062A00000moF1aQAE,0012A000023XvIOQA0,8/18/2005,0,0062A00000moF1aQAE,8/12/2005,8/18/2005 0:00,Fixed-rate,TRUE,0,2005 3,3,2005,Debt,Healthcare,Healthcare
0062A00000moF1fQAE,0012A000023XvIOQA0,8/18/2005,0,0062A00000moF1fQAE,8/12/2005,8/18/2005 0:00,Fixed-rate,TRUE,0,2005 3,3,2005,Debt,Healthcare,Healthcare
0062A00000moJjrQAE,0012A000023YBdjQAG,1/16/2004,0,0062A00000moJjrQAE,1/16/2004,1/16/2004 0:00,Floating-Rate,TRUE,,2004 1,1,2004,Debt,Healthcare,Healthcare
0062A00000moJhrQAE,0012A000023YBdjQAG,4/27/2004,0,0062A00000moJhrQAE,1/30/2004,4/23/2004 0:00,Miscellaneous,TRUE,,2004 1,1,2004,Debt,Healthcare,Healthcare
0062A00000moCguQAE,0012A000023Xp8mQAC,4/2/2004,0,0062A00000moCguQAE,4/5/2004,4/2/2004 0:00,Miscellaneous,TRUE,,2004 2,2,2004,Debt,Healthcare,Seniors Housing
0062A00000moLk7QAE,0012A000023XlWvQAK,11/3/2005,0,0062A00000moLk7QAE,11/2/2005,11/2/2005 0:00,Miscellaneous,TRUE,,2005 4,4,2005,Debt,Healthcare,Healthcare
0062A00000mo9uPQAQ,0012A000023XqYzQAK,10/18/2004,0,0062A00000mo9uPQAQ,4/20/2004,10/8/2004 0:00,Fixed-rate,TRUE,0,2004 2,2,2004,Debt,Healthcare,Healthcare
0062A00000moHwOQAU,0012A000023Xu7yQAC,3/30/2006,0,0062A00000moHwOQAU,1/9/2006,3/29/2006 0:00,Fixed-rate,TRUE,0,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moHwAQAU,0012A000023Xu7yQAC,4/28/2006,0,0062A00000moHwAQAU,1/11/2006,4/28/2006 0:00,Fixed-rate,TRUE,0,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moHwTQAU,0012A000023Xu7yQAC,4/28/2006,0,0062A00000moHwTQAU,1/12/2006,4/12/2006 0:00,Fixed-rate,TRUE,0,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moHwnQAE,0012A000023Xu7yQAC,4/28/2006,0,0062A00000moHwnQAE,1/12/2006,4/27/2006 0:00,Fixed-rate,TRUE,0,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moEevQAE,0012A000023XvpYQAS,1/30/2006,0,0062A00000moEevQAE,11/14/2005,1/18/2006 0:00,Fixed-rate,TRUE,0,2005 4,4,2005,Debt,Healthcare,Healthcare
0062A00000moHwVQAU,0012A000023Xu7yQAC,5/8/2006,0,0062A00000moHwVQAU,1/12/2006,5/5/2006 0:00,Fixed-rate,TRUE,0,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moHgWQAU,0012A000023Xu7yQAC,5/8/2006,0,0062A00000moHgWQAU,1/24/2006,5/5/2006 0:00,Fixed-rate,TRUE,0,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moHguQAE,0012A000023Y6OGQA0,5/9/2006,0,0062A00000moHguQAE,2/10/2006,5/9/2006 0:00,Fixed-rate,TRUE,,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000moHwUQAU,0012A000023Xu7yQAC,7/28/2005,0,0062A00000moHwUQAU,7/14/2004,7/19/2005 0:00,Fixed-rate,TRUE,0,2004 3,3,2004,Debt,Healthcare,Healthcare
0062A00000moJlNQAU,0012A000023XrvNQAS,5/24/2007,800000,0062A00000moJlNQAU,4/21/2006,5/15/2007 0:00,Property Sale,TRUE,,2006 2,2,2006,Investment Sales,Healthcare,Seniors Housing
0062A00000moKoXQAU,0012A000023YCzfQAG,10/18/2004,0,0062A00000moKoXQAU,8/11/2004,10/1/2004 0:00,Floating-Rate,TRUE,,2004 3,3,2004,Debt,Healthcare,Healthcare
0062A00000moDPQQA2,0012A000023Y1rPQAS,5/26/2005,0,0062A00000moDPQQA2,9/27/2004,5/25/2005 0:00,Fixed-rate,TRUE,,2004 3,3,2004,Debt,Healthcare,Healthcare
0062A00000moDpdQAE,0012A000023XrjVQAS,12/21/2004,0,0062A00000moDpdQAE,7/22/2004,12/2/2004 0:00,Fixed-rate,TRUE,0,2004 3,3,2004,Debt,Healthcare,Healthcare
0062A00000moGIcQAM,0012A000023Y6ezQAC,4/11/2005,0,0062A00000moGIcQAM,8/24/2004,4/11/2005 0:00,Fixed-rate,TRUE,,2004 3,3,2004,Debt,Healthcare,Healthcare
0062A00000moAQzQAM,0012A000023XqLmQAK,9/20/2005,0,0062A00000moAQzQAM,10/27/2004,9/19/2005 0:00,Fixed-rate,TRUE,0,2004 4,4,2004,Debt,Healthcare,Healthcare
0062A00000moAQuQAM,0012A000023XqLmQAK,12/30/2004,0,0062A00000moAQuQAM,11/11/2004,12/30/2004 0:00,Fixed-rate,TRUE,0,2004 4,4,2004,Debt,Healthcare,Healthcare
0062A00000moDPkQAM,0012A000023Y1qSQAS,12/13/2004,0,0062A00000moDPkQAM,12/9/2004,12/13/2004 0:00,Construction Loan,TRUE,,2004 4,4,2004,Debt,Healthcare,Seniors Housing
0062A00000moKhEQAU,0012A000023YCzcQAG,9/13/2005,0,0062A00000moKhEQAU,1/28/2005,9/13/2005 0:00,Fixed-rate,TRUE,0,2005 1,1,2005,Debt,Healthcare,Healthcare
0062A00000moIqnQAE,0012A000023XschQAC,5/6/2005,0,0062A00000moIqnQAE,2/11/2005,5/4/2005 0:00,Fixed-rate,TRUE,,2005 1,1,2005,Debt,Healthcare,Seniors Housing
0062A00000moKpqQAE,0012A000023XrcvQAC,8/7/2006,0,0062A00000moKpqQAE,5/4/2006,8/4/2006 0:00,Fixed-rate,TRUE,0,2006 2,2,2006,Debt,Healthcare,Healthcare
0062A00000moHwYQAU,0012A000023Xu7yQAC,3/31/2008,0,0062A00000moHwYQAU,8/8/2006,3/27/2008 0:00,Fixed-rate,TRUE,0,2006 3,3,2006,Debt,Healthcare,Healthcare
0062A00000moAD7QAM,0012A000023XtjPQAS,9/28/2007,0,0062A00000moAD7QAM,1/3/2007,9/28/2007 0:00,Joint Venture Equity,TRUE,0,2007 1,1,2007,Equity Placement,Healthcare,Healthcare
0062A00000moFvOQAU,0012A000023Xuq7QAC,10/31/2007,0,0062A00000moFvOQAU,3/27/2007,10/31/2007 0:00,Construction Loan,TRUE,0,2007 1,1,2007,Debt,Healthcare,Healthcare
0062A00000moGrsQAE,0012A000023YE3wQAG,7/3/2007,0,0062A00000moGrsQAE,4/16/2007,7/2/2007 0:00,Fixed-rate,TRUE,0,2007 2,2,2007,Debt,Healthcare,Healthcare
0062A00000mo8RBQAY,0012A000023XpraQAC,12/21/2010,0,0062A00000mo8RBQAY,6/12/2009,12/21/2010 0:00,Fixed-rate,TRUE,0,2009 2,2,2009,Debt,Healthcare,Seniors Housing
0062A00000moDZzQAM,0012A000023XtpSQAS,11/19/2007,0,0062A00000moDZzQAM,6/1/2007,11/16/2007 0:00,Fixed-rate,TRUE,0,2007 2,2,2007,Debt,Healthcare,Healthcare
0062A00000moHTWQA2,0012A000023XudfQAC,8/2/2007,0,0062A00000moHTWQA2,5/14/2007,8/1/2007 0:00,Fixed-rate,TRUE,0,2007 2,2,2007,Debt,Healthcare,Healthcare
0062A00000moKdAQAU,0012A000023XsMkQAK,8/22/2007,0,0062A00000moKdAQAU,6/11/2007,8/22/2007 0:00,Fixed-rate,TRUE,0,2007 2,2,2007,Debt,Healthcare,Healthcare
0062A00000moEXdQAM,0012A000023XsMsQAK,7/27/2009,0,0062A00000moEXdQAM,7/27/2009,7/27/2009 0:00,Consulting Fees-Debt,TRUE,,2009 3,3,2009,Debt,Healthcare,Healthcare
0062A00000moMuQQAU,0012A000023XskHQAS,12/27/2007,0,0062A00000moMuQQAU,10/8/2007,,Consulting Fees-Debt,TRUE,,2007 4,4,2007,Debt,Healthcare,Healthcare
0062A00000moJWYQA2,0012A000023YAVbQAO,5/17/2010,0,0062A00000moJWYQA2,2/19/2010,5/18/2010 0:00,Fixed-rate,TRUE,0,2010 1,1,2010,Debt,Healthcare,Healthcare
0062A00000moGU6QAM,0012A000023YEz8QAG,5/6/2011,0,0062A00000moGU6QAM,11/11/2010,5/3/2011 0:00,Joint Venture Equity,TRUE,,2010 4,4,2010,Equity Placement,Healthcare,Seniors Housing
0062A00000moLPEQA2,0012A000023Xy2TQAS,4/30/2009,0,0062A00000moLPEQA2,1/17/2009,4/30/2009 0:00,Fixed-rate,TRUE,0,2009 1,1,2009,Debt,Healthcare,Healthcare
0062A00000moBBvQAM,0012A000023YCaiQAG,9/6/2011,0,0062A00000moBBvQAM,7/19/2011,8/15/2011 0:00,Consulting Fees-Debt,TRUE,,2011 3,3,2011,Debt,Healthcare,Healthcare
0062A00000moEsiQAE,0012A000023XwEzQAK,10/8/2013,0,0062A00000moEsiQAE,12/18/2012,10/3/2013 0:00,Joint Venture Equity,TRUE,0,2012 4,4,2012,Equity Placement,Healthcare,Healthcare
0062A00000moFRTQA2,0012A000023XvwnQAC,1/30/2012,0,0062A00000moFRTQA2,1/3/2012,,Consulting Fees-Debt,TRUE,,2012 1,1,2012,Debt,Healthcare,Healthcare
0062A00000moFQCQA2,0012A000023XwWHQA0,6/29/2012,0,0062A00000moFQCQA2,5/25/2012,6/29/2012 12:00,Fixed-rate,TRUE,0,2012 2,2,2012,Debt,Healthcare,Seniors Housing
0062A00000mo8PJQAY,0012A000023XpVHQA0,12/30/2014,0,0062A00000mo8PJQAY,12/24/2014,12/19/2014 0:00,Consulting Fees-Debt,TRUE,,2014 4,4,2014,Debt,Healthcare,Healthcare
0062A00000moFV7QAM,0012A000023Xv3OQAS,7/10/2015,0,0062A00000moFV7QAM,10/24/2014,7/7/2015 0:00,Fixed-rate,TRUE,6.5,2014 4,4,2014,Debt,Healthcare,Biotech
0062A00000moFWPQA2,0012A000023Xv3OQAS,8/6/2015,0,0062A00000moFWPQA2,11/7/2014,7/7/2015 0:00,Mezzanine,TRUE,0,2014 4,4,2014,Equity Placement,Healthcare,Biotech
0062A00000moHUQQA2,0012A000023XuamQAC,11/18/2008,0,0062A00000moHUQQA2,7/28/2008,11/6/2008 0:00,Fixed-rate,TRUE,0,2008 3,3,2008,Debt,Healthcare,Healthcare
0062A00000moDFrQAM,0012A000023Xu1qQAC,8/17/2007,41000000,0062A00000moDFrQAM,3/10/2006,8/15/2007 0:00,Property Sale,TRUE,,2006 1,1,2006,Investment Sales,Healthcare,Healthcare
0062A00000mohadQAA,0012A000023YKwhQAG,12/1/1998,0,0062A00000mohadQAA,12/24/2002,12/1/1998 0:00,Miscellaneous,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohjLQAQ,0012A000023YLikQAG,12/31/1995,0,0062A00000mohjLQAQ,12/24/2002,7/19/1995 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohmZQAQ,0012A000023YLlzQAG,12/31/1989,0,0062A00000mohmZQAQ,12/24/2002,10/30/1989 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohp8QAA,0012A000023YLikQAG,12/31/1990,0,0062A00000mohp8QAA,12/24/2002,6/19/1990 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohqqQAA,0012A000023YLlzQAG,12/4/1994,0,0062A00000mohqqQAA,12/24/2002,12/4/1994 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000moht5QAA,0012A000023YLnNQAW,12/28/1993,0,0062A00000moht5QAA,12/24/2002,12/28/1993 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohtLQAQ,0012A000023YLnNQAW,12/31/1988,0,0062A00000mohtLQAQ,12/24/2002,7/1/1988 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohtkQAA,0012A000023YLXzQAO,12/3/1992,0,0062A00000mohtkQAA,12/24/2002,12/3/1992 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mohPRQAY,0012A000023XoDJQA0,1/28/2005,0,0062A00000mohPRQAY,10/14/2004,1/26/2005 0:00,Fixed-rate,TRUE,0,2004 4,4,2004,Debt,Healthcare,Biotech
0062A00000mohUZQAY,0012A000023XoDJQA0,11/18/2008,0,0062A00000mohUZQAY,12/21/2006,11/18/2008 0:00,Fixed-rate,TRUE,0,2006 4,4,2006,Debt,Healthcare,Healthcare
0062A00000mohFaQAI,0012A000023XnuQQAS,9/20/2000,0,0062A00000mohFaQAI,12/24/2002,9/20/2000 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000moh6HQAQ,0012A000023XoDJQA0,12/5/2005,0,0062A00000moh6HQAQ,10/4/2004,12/2/2005 0:00,Fixed-rate,TRUE,0,2004 4,4,2004,Debt,Healthcare,Healthcare
0062A00000mogzWQAQ,0012A000023Xna9QAC,6/8/1999,0,0062A00000mogzWQAQ,12/24/2002,6/8/1999 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000moh48QAA,0012A000023XnnBQAS,11/27/2002,0,0062A00000moh48QAA,12/24/2002,11/27/2002 0:00,Floating-Rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000mofdBQAQ,0012A000023XoFAQA0,9/7/2005,0,0062A00000mofdBQAQ,3/24/2004,9/6/2005 0:00,Floating-Rate,TRUE,,2004 1,1,2004,Debt,Healthcare,Seniors Housing
0062A00000mofLuQAI,0012A000024GOYkQAO,7/7/2005,0,0062A00000mofLuQAI,5/12/2005,7/1/2005 0:00,Fixed-rate,TRUE,0,2005 2,2,2005,Debt,Healthcare,Healthcare
0062A00000mofMxQAI,0012A000024GOYkQAO,7/20/2005,0,0062A00000mofMxQAI,6/13/2005,7/13/2005 0:00,Fixed-rate,TRUE,,2005 2,2,2005,Debt,Healthcare,Healthcare
0062A00000mofN7QAI,0012A000024GOYkQAO,6/16/2006,0,0062A00000mofN7QAI,3/23/2006,6/16/2006 0:00,Fixed-rate,TRUE,,2006 1,1,2006,Debt,Healthcare,Healthcare
0062A00000mofNlQAI,0012A000024GOYkQAO,1/26/2007,0,0062A00000mofNlQAI,6/30/2006,1/26/2007 0:00,Fixed-rate,TRUE,0,2006 2,2,2006,Debt,Healthcare,Healthcare
0062A00000mofVpQAI,0012A000023XyQLQA0,8/27/2010,0,0062A00000mofVpQAI,5/28/2010,8/26/2010 0:00,Fixed-rate,TRUE,0,2010 2,2,2010,Debt,Healthcare,Healthcare
0062A00000mofIMQAY,0012A000023XlxWQAS,12/1/1997,0,0062A00000mofIMQAY,12/24/2002,12/31/1997 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000mofIlQAI,0012A000023XlxWQAS,12/1/1996,0,0062A00000mofIlQAI,12/24/2002,12/1/1996 0:00,Construction Loan,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000mofIqQAI,0012A000023XlxWQAS,12/15/1996,0,0062A00000mofIqQAI,12/24/2002,12/15/1996 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000mofJFQAY,0012A000023XlxWQAS,7/9/1998,0,0062A00000mofJFQAY,12/24/2002,7/9/1998 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000moeyrQAA,0012A000023XlvqQAC,7/29/1998,0,0062A00000moeyrQAA,12/24/2002,7/29/1998 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000moezAQAQ,0012A000023XlvqQAC,9/23/1999,0,0062A00000moezAQAQ,12/24/2002,9/23/1999 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000moeUiQAI,0012A000023XleaQAC,,,0062A00000moeUiQAI,6/27/2012,10/12/2012 0:00,Floating-Rate,TRUE,,2012 2,2,2012,Debt,Healthcare,Healthcare
0062A00000moeecQAA,0012A000023Xlk3QAC,5/30/2012,,0062A00000moeecQAA,11/9/2011,5/30/2012 0:00,Fixed-rate,TRUE,0,2011 4,4,2011,Debt,Healthcare,Healthcare
0062A00000modqMQAQ,0012A000023YLzmQAG,7/15/1998,0,0062A00000modqMQAQ,12/24/2002,7/15/1998 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Seniors Housing
0062A00000modf8QAA,0012A000023XtrbQAC,,,0062A00000modf8QAA,10/27/2005,7/20/2006 0:00,Joint Venture Equity,TRUE,,2005 4,4,2005,Equity Placement,Healthcare,Healthcare
0062A00000modgcQAA,0012A000023XtrDQAS,11/26/2008,0,0062A00000modgcQAA,7/1/2008,11/19/2008 0:00,Fixed-rate,TRUE,0,2008 3,3,2008,Debt,Healthcare,Seniors Housing
0062A00000modjCQAQ,0012A000023XtrbQAC,,,0062A00000modjCQAQ,10/29/2007,10/24/2007 0:00,Miscellaneous,TRUE,,2007 4,4,2007,Equity Placement,Healthcare,Healthcare
0062A00000modTYQAY,0012A000023YLgxQAG,5/26/2000,0,0062A00000modTYQAY,12/24/2002,5/26/2000 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000modViQAI,0012A000023YLgsQAG,9/9/2002,0,0062A00000modViQAI,12/24/2002,9/9/2002 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Healthcare,Healthcare
0062A00000mocWuQAI,0012A000023YBXAQA4,7/31/2007,0,0062A00000mocWuQAI,2/19/2007,7/19/2007 0:00,Fixed-rate,TRUE,0,2007 1,1,2007,Debt,Healthcare,Healthcare
