id,createdbyid,id_deals,id_props
a0A2A00000TxIsGUAV,005F0000007WnNDIA0,0062A00000oHQc6QAG,a0I2A00000Y7POcUAN
a0A2A00000TxIsHUAV,005F0000007WnNDIA0,0062A00000oHQc6QAG,a0I2A00000Y7POdUAN
a0A2A00000TxJdWUAV,005F0000007WnNDIA0,0062A00000o9EwDQAU,a0I2A00000XQJ9jUAH
a0A2A00000TxJdXUAV,005F0000007WnNDIA0,0062A00000o9IbXQAU,a0I2A00000XQKaVUAX
a0A2A00000TxJdYUAV,005F0000007WnNDIA0,0062A00000o9E8XQAU,a0I2A00000XQLDQUA5
a0A2A00000TxJdbUAF,005F0000007WnNDIA0,0062A00000o9KubQAE,a0I2A00000XQeTZUA1
a0A2A00000TxJdcUAF,005F0000007WnNDIA0,0062A00000o9Cf5QAE,a0I2A00000XuBxRUAV
a0A2A00000TxJddUAF,005F0000007WnNDIA0,0062A00000o9KubQAE,a0I2A00000XuGBvUAN
a0A2A00000TxJdeUAF,005F0000007WnNDIA0,0062A00000o9GRbQAM,a0I2A00000XuU9EUAV
a0A2A00000TxJdfUAF,005F0000007WnNDIA0,0062A00000o9KubQAE,a0I2A00000XuZCZUA3
a0A2A00000TxJdhUAF,005F0000007WnNDIA0,0062A00000o9GRWQA2,a0I2A00000YHEVHUA5
a0A2A00000TxJdlUAF,005F0000007WnNDIA0,0062A00000o96aaQAA,a0I2A00000Y5fV6UAJ
a0A2A00000TxJdmUAF,005F0000007WnNDIA0,0062A00000o960mQAA,a0I2A00000Y5fV7UAJ
a0A2A00000TxJdnUAF,005F0000007WnNDIA0,0062A00000o96hWQAQ,a0I2A00000Y5fV8UAJ
a0A2A00000TxJdsUAF,005F0000007WnNDIA0,0062A00000o98InQAI,a0I2A00000Y5fVDUAZ
a0A2A00000TxKMEUA3,005F0000007WnNDIA0,0062A00000o9RgcQAE,a0I2A00000XQGTuUAP
a0A2A00000TxKMFUA3,005F0000007WnNDIA0,0062A00000o9Vr0QAE,a0I2A00000XQGYEUA5
a0A2A00000TxKMHUA3,005F0000007WnNDIA0,0062A00000o9WjmQAE,a0I2A00000XQHDlUAP
a0A2A00000TxKMJUA3,005F0000007WnNDIA0,0062A00000moHLNQA2,a0I2A00000Y5foSUAR
a0A2A00000TxKMKUA3,005F0000007WnNDIA0,0062A00000o9QaEQAU,a0I2A00000XQKXPUA5
a0A2A00000TxKMLUA3,005F0000007WnNDIA0,0062A00000o9SCTQA2,a0I2A00000XQKlcUAH
a0A2A00000TxKMMUA3,005F0000007WnNDIA0,0062A00000o9WmaQAE,a0I2A00000XQLAMUA5
a0A2A00000TxKMNUA3,005F0000007WnNDIA0,0062A00000o9WyqQAE,a0I2A00000XQLANUA5
a0A2A00000TxKMOUA3,005F0000007WnNDIA0,0062A00000o9Vr0QAE,a0I2A00000XQLbCUAX
a0A2A00000TxKMTUA3,005F0000007WnNDIA0,0062A00000o9S9AQAU,a0I2A00000XQPtGUAX
a0A2A00000TxKMYUA3,005F0000007WnNDIA0,0062A00000o9S61QAE,a0I2A00000XQZ6AUAX
a0A2A00000TxKMcUAN,005F0000007WnNDIA0,0062A00000o9SXqQAM,a0I2A00000XuN85UAF
a0A2A00000TxKMeUAN,005F0000007WnNDIA0,0062A00000o9UmdQAE,a0I2A00000XwSBSUA3
a0A2A00000TxKMjUAN,005F0000007WnNDIA0,0062A00000o9VXFQA2,a0I2A00000YIZyjUAH
a0A2A00000TxKMnUAN,005F0000007WnNDIA0,0062A00000o9QiNQAU,a0I2A00000YIflbUAD
a0A2A00000TxKMtUAN,005F0000007WnNDIA0,0062A00000o9EjdQAE,a0I2A00000Y5foYUAR
a0A2A00000TxKvnUAF,005F0000007WnNDIA0,0062A00000o9TpWQAU,a0I2A00000Y5g8oUAB
a0A2A00000TxLkMUAV,005F0000007WnNDIA0,0062A00000o9imyQAA,a0I2A00000XwMDkUAN
a0A2A00000TxLkNUAV,005F0000007WnNDIA0,0062A00000o9ioLQAQ,a0I2A00000XwPNEUA3
a0A2A00000TxLkRUAV,005F0000007WnNDIA0,0062A00000o9inNQAQ,a0I2A00000XwUiaUAF
a0A2A00000TxMPPUA3,005F0000007WnNDIA0,0062A00000nxLdxQAE,a0I2A00000XQH4HUAX
a0A2A00000TxMPQUA3,005F0000007WnNDIA0,0062A00000o9rA4QAI,a0I2A00000XQH6vUAH
a0A2A00000TxMPRUA3,005F0000007WnNDIA0,0062A00000o9sDxQAI,a0I2A00000XQHGZUA5
a0A2A00000TxMPUUA3,005F0000007WnNDIA0,0062A00000o9sDxQAI,a0I2A00000XQHbLUAX
a0A2A00000TxMPZUA3,005F0000007WnNDIA0,0062A00000o9zubQAA,a0I2A00000XQI1DUAX
a0A2A00000TxMPeUAN,005F0000007WnNDIA0,0062A00000oA10EQAS,a0I2A00000XQJPdUAP
a0A2A00000TxMPjUAN,005F0000007WnNDIA0,0062A00000o9rTLQAY,a0I2A00000XQJtNUAX
a0A2A00000TxMPoUAN,005F0000007WnNDIA0,0062A00000o9tF6QAI,a0I2A00000XQLBgUAP
a0A2A00000TxMPuUAN,005F0000007WnNDIA0,0062A00000ni76dQAA,a0I2A00000XQZtsUAH
a0A2A00000TxMPyUAN,005F0000007WnNDIA0,0062A00000o9u5vQAA,a0I2A00000XQe2RUAT
a0A2A00000TxMPzUAN,005F0000007WnNDIA0,0062A00000o9tsNQAQ,a0I2A00000XQhJfUAL
a0A2A00000TxMQ3UAN,005F0000007WnNDIA0,0062A00000o9tKqQAI,a0I2A00000XQjn7UAD
a0A2A00000TxMQ4UAN,005F0000007WnNDIA0,0062A00000o9ubNQAQ,a0I2A00000XQlzoUAD
a0A2A00000TxMQ5UAN,005F0000007WnNDIA0,0062A00000o9pLGQAY,a0I2A00000XuNjjUAF
a0A2A00000TxMQ9UAN,005F0000007WnNDIA0,0062A00000o9vd0QAA,a0I2A00000XwC1SUAV
a0A2A00000TxMQBUA3,005F0000007WnNDIA0,0062A00000o9pJKQAY,a0I2A00000XwTq4UAF
a0A2A00000TxMQFUA3,005F0000007WnNDIA0,0062A00000o9v1QQAQ,a0I2A00000XxKxJUAV
a0A2A00000TxMQGUA3,005F0000007WnNDIA0,0062A00000o9scJQAQ,a0I2A00000YG1q9UAD
a0A2A00000TxMQHUA3,005F0000007WnNDIA0,0062A00000o9w0iQAA,a0I2A00000YGMaBUAX
a0A2A00000TxMQIUA3,005F0000007WnNDIA0,0062A00000o9uwkQAA,a0I2A00000YHCw2UAH
a0A2A00000TxMqpUAF,005F0000007WnNDIA0,0062A00000o5Tp2QAE,a0I2A00000XQL2fUAH
a0A2A00000TxMquUAF,005F0000007WnNDIA0,0062A00000oAA8XQAW,a0I2A00000XQWyZUAX
a0A2A00000TxMqzUAF,005F0000007WnNDIA0,0062A00000oA9iKQAS,a0I2A00000XQf12UAD
a0A2A00000TxMr0UAF,005F0000007WnNDIA0,0062A00000oA5fDQAS,a0I2A00000XuSGXUA3
a0A2A00000TxMr1UAF,005F0000007WnNDIA0,0062A00000nh8x6QAA,a0I2A00000Y5gRdUAJ
a0A2A00000TxMr4UAF,005F0000007WnNDIA0,0062A00000oA62lQAC,a0I2A00000Xx1HXUAZ
a0A2A00000TxMr9UAF,005F0000007WnNDIA0,0062A00000oA5vaQAC,a0I2A00000YFX6BUAX
a0A2A00000TxMrAUAV,005F0000007WnNDIA0,0062A00000o5Tp2QAE,a0I2A00000YFk1jUAD
a0A2A00000TxMrBUAV,005F0000007WnNDIA0,0062A00000o5Tp2QAE,a0I2A00000YFlw1UAD
a0A2A00000TxMrDUAV,005F0000007WnNDIA0,0062A00000o9vADQAY,a0I2A00000Y5gRjUAJ
a0A2A00000TxNDeUAN,005F0000007WnNDIA0,0062A00000oABKKQA4,a0I2A00000XQKrpUAH
a0A2A00000TxNDfUAN,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000XQM0JUAX
a0A2A00000TxNDgUAN,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000XQjWkUAL
a0A2A00000TxNDjUAN,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000XuORmUAN
a0A2A00000TxNDkUAN,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000XuOSlUAN
a0A2A00000TxNDlUAN,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000XuV7DUAV
a0A2A00000TxNDmUAN,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000XuXVsUAN
a0A2A00000TxNDoUAN,005F0000007WnNDIA0,0062A00000oACtUQAW,a0I2A00000XwTuhUAF
a0A2A00000TxNDtUAN,005F0000007WnNDIA0,0062A00000oAAC5QAO,a0I2A00000Y5gljUAB
a0A2A00000TxNxOUAV,005F0000007WnNDIA0,0062A00000oAKKMQA4,a0I2A00000XQH97UAH
a0A2A00000TxNxTUAV,005F0000007WnNDIA0,0062A00000oAKNGQA4,a0I2A00000XQJ2fUAH
a0A2A00000TxNxUUAV,005F0000007WnNDIA0,0062A00000oAJe9QAG,a0I2A00000XQJd4UAH
a0A2A00000TxNxYUAV,005F0000007WnNDIA0,0062A00000oAKKMQA4,a0I2A00000XQKDfUAP
a0A2A00000TxNxZUAV,005F0000007WnNDIA0,0062A00000oAKKMQA4,a0I2A00000XQLj0UAH
a0A2A00000TxNxdUAF,005F0000007WnNDIA0,0062A00000oASmJQAW,a0I2A00000XQR2OUAX
a0A2A00000TxNxeUAF,005F0000007WnNDIA0,0062A00000oAMTkQAO,a0I2A00000XQSTXUA5
a0A2A00000TxNxiUAF,005F0000007WnNDIA0,0062A00000oARPTQA4,a0I2A00000XQSTkUAP
a0A2A00000TxNxjUAF,005F0000007WnNDIA0,0062A00000oAM7PQAW,a0I2A00000XuDLFUA3
a0A2A00000TxNxnUAF,005F0000007WnNDIA0,0062A00000oAOl2QAG,a0I2A00000XuMIsUAN
a0A2A00000TxNxxUAF,005F0000007WnNDIA0,0062A00000oAQRcQAO,a0I2A00000XwZwJUAV
a0A2A00000TxNxyUAF,005F0000007WnNDIA0,0062A00000oAMflQAG,a0I2A00000YGfCaUAL
a0A2A00000TxNy2UAF,005F0000007WnNDIA0,0062A00000oAQFSQA4,a0I2A00000YSbsYUAT
a0A2A00000TxNy3UAF,005F0000007WnNDIA0,0062A00000oAQBAQA4,a0I2A00000YSbzXUAT
a0A2A00000TxNy4UAF,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000Y5gxfUAB
a0A2A00000TxNy7UAF,005F0000007WnNDIA0,0062A00000oAAhhQAG,a0I2A00000Y5gxgUAB
a0A2A00000TxOGGUA3,005F0000007WnNDIA0,0062A00000oAYztQAG,a0I2A00000XQJwiUAH
a0A2A00000TxOGLUA3,005F0000007WnNDIA0,0062A00000oAYqXQAW,a0I2A00000XQWlBUAX
a0A2A00000TxOGMUA3,005F0000007WnNDIA0,0062A00000mohciQAA,a0I2A00000XQbycUAD
a0A2A00000TxOGNUA3,005F0000007WnNDIA0,0062A00000oAYqhQAG,a0I2A00000XuKb0UAF
a0A2A00000TxPKrUAN,005F0000007WnNDIA0,0062A00000oAcgUQAS,a0I2A00000XQHiCUAX
a0A2A00000TxPKwUAN,005F0000007WnNDIA0,0062A00000oAgPQQA0,a0I2A00000XQIT7UAP
a0A2A00000TxPL1UAN,005F0000007WnNDIA0,0062A00000oAqkIQAS,a0I2A00000XQJzsUAH
a0A2A00000TxPLBUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQMY8UAP
a0A2A00000TxPLCUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQNMIUA5
a0A2A00000TxPLDUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQNltUAH
a0A2A00000TxPLEUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQOR9UAP
a0A2A00000TxPLGUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQVx0UAH
a0A2A00000TxPLHUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQcv3UAD
a0A2A00000TxPLIUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XQe1pUAD
a0A2A00000TxPLJUA3,005F0000007WnNDIA0,0062A00000oAoCYQA0,a0I2A00000XQeMaUAL
a0A2A00000TxPLLUA3,005F0000007WnNDIA0,0062A00000oAl9tQAC,a0I2A00000XQfcvUAD
a0A2A00000TxPLMUA3,005F0000007WnNDIA0,0062A00000oAsNqQAK,a0I2A00000XQheBUAT
a0A2A00000TxPLNUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XuCYSUA3
a0A2A00000TxPLOUA3,005F0000007WnNDIA0,0062A00000oAqriQAC,a0I2A00000XuGgcUAF
a0A2A00000TxPLPUA3,005F0000007WnNDIA0,0062A00000o950lQAA,a0I2A00000XuM3iUAF
a0A2A00000TxPLQUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XuNM5UAN
a0A2A00000TxPLRUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XuPxiUAF
a0A2A00000TxPLSUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XuPyVUAV
a0A2A00000TxPLVUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XuQ0rUAF
a0A2A00000TxPLWUA3,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XuYkrUAF
a0A2A00000TxPLXUA3,005F0000007WnNDIA0,0062A00000oAeyxQAC,a0I2A00000XuZKcUAN
a0A2A00000TxPLaUAN,005F0000007WnNDIA0,0062A00000oAnVUQA0,a0I2A00000XwMMgUAN
a0A2A00000TxPLcUAN,005F0000007WnNDIA0,0062A00000oAslxQAC,a0I2A00000XwS0qUAF
a0A2A00000TxPLfUAN,005F0000007WnNDIA0,0062A00000oAsJFQA0,a0I2A00000XwbDYUAZ
a0A2A00000TxPLgUAN,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000XwbO2UAJ
a0A2A00000TxPLhUAN,005F0000007WnNDIA0,0062A00000oAezCQAS,a0I2A00000XwdJcUAJ
a0A2A00000TxPLkUAN,005F0000007WnNDIA0,0062A00000oArHvQAK,a0I2A00000XyAfaUAF
a0A2A00000TxPLlUAN,005F0000007WnNDIA0,0062A00000oAlhnQAC,a0I2A00000YFYKYUA5
a0A2A00000TxPLmUAN,005F0000007WnNDIA0,0062A00000oApGIQA0,a0I2A00000YGLXCUA5
a0A2A00000TxPLoUAN,005F0000007WnNDIA0,0062A00000oAsz3QAC,a0I2A00000YGoGPUA1
a0A2A00000TxPLpUAN,005F0000007WnNDIA0,0062A00000oAeysQAC,a0I2A00000YH0XpUAL
a0A2A00000TxPLqUAN,005F0000007WnNDIA0,0062A00000oAeysQAC,a0I2A00000YH62KUAT
a0A2A00000TxPLrUAN,005F0000007WnNDIA0,0062A00000oAezlQAC,a0I2A00000YHARmUAP
a0A2A00000TxPLsUAN,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000YHxrNUAT
a0A2A00000TxPLtUAN,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000YHzH0UAL
a0A2A00000TxPf0UAF,005F0000007WnNDIA0,0062A00000oAo61QAC,a0I2A00000Y5icJUAR
a0A2A00000TxPf5UAF,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000Y5icMUAR
a0A2A00000TxPf6UAF,005F0000007WnNDIA0,0062A00000oAoT5QAK,a0I2A00000Y5icKUAR
a0A2A00000TxPf7UAF,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000Y5icLUAR
a0A2A00000TxPf8UAF,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000Y5icRUAR
a0A2A00000TxPf9UAF,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000Y5icSUAR
a0A2A00000TxPfAUAV,005F0000007WnNDIA0,0062A00000oAqDTQA0,a0I2A00000Y5icTUAR
a0A2A00000TxQcNUAV,005F0000007WnNDIA0,0062A00000oBBkdQAG,a0I2A00000XQGOsUAP
a0A2A00000TxQcSUAV,005F0000007WnNDIA0,0062A00000oBHgcQAG,a0I2A00000XQJfaUAH
a0A2A00000TxQcTUAV,005F0000007WnNDIA0,0062A00000oBE9uQAG,a0I2A00000XQK2OUAX
a0A2A00000TxQcXUAV,005F0000007WnNDIA0,0062A00000o9x4OQAQ,a0I2A00000XQKfxUAH
a0A2A00000TxQcYUAV,005F0000007WnNDIA0,0062A00000oBD74QAG,a0I2A00000XQKsYUAX
a0A2A00000TxQccUAF,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000XQPfuUAH
a0A2A00000TxQcdUAF,005F0000007WnNDIA0,0062A00000oBC6yQAG,a0I2A00000XQQGvUAP
a0A2A00000TxQceUAF,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000XQXRpUAP
a0A2A00000TxQcfUAF,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000XQeiwUAD
a0A2A00000TxQchUAF,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000XuL08UAF
a0A2A00000TxQciUAF,005F0000007WnNDIA0,0062A00000oBD7EQAW,a0I2A00000XuOK5UAN
a0A2A00000TxQcjUAF,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000XuTJmUAN
a0A2A00000TxQckUAF,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000XuX3KUAV
a0A2A00000TxQcmUAF,005F0000007WnNDIA0,0062A00000oBBMqQAO,a0I2A00000XvTNHUA3
a0A2A00000TxQcwUAF,005F0000007WnNDIA0,0062A00000oB3gGQAS,a0I2A00000Y5in4UAB
a0A2A00000TxRIIUA3,005F0000007WnNDIA0,0062A00000oBYgpQAG,a0I2A00000XQGVoUAP
a0A2A00000TxRINUA3,005F0000007WnNDIA0,0062A00000oBYi7QAG,a0I2A00000XQGzsUAH
a0A2A00000TxRISUA3,005F0000007WnNDIA0,0062A00000oBYjyQAG,a0I2A00000XQH3zUAH
a0A2A00000TxRIXUA3,005F0000007WnNDIA0,0062A00000oBYhjQAG,a0I2A00000XQH8bUAH
a0A2A00000TxRIcUAN,005F0000007WnNDIA0,0062A00000oBYgfQAG,a0I2A00000XQHX5UAP
a0A2A00000TxRIdUAN,005F0000007WnNDIA0,0062A00000oBYjaQAG,a0I2A00000XQHmcUAH
a0A2A00000TxRIhUAN,005F0000007WnNDIA0,0062A00000oBYiIQAW,a0I2A00000XQHpIUAX
a0A2A00000TxRIiUAN,005F0000007WnNDIA0,0062A00000oBYiIQAW,a0I2A00000XQHpLUAX
a0A2A00000TxRImUAN,005F0000007WnNDIA0,0062A00000oBYigQAG,a0I2A00000XQKW8UAP
a0A2A00000TxRIsUAN,005F0000007WnNDIA0,0062A00000oBYjAQAW,a0I2A00000XQPryUAH
a0A2A00000TxRItUAN,005F0000007WnNDIA0,0062A00000oBYjjQAG,a0I2A00000XQQTXUA5
a0A2A00000TxRIwUAN,005F0000007WnNDIA0,0062A00000oBYhJQAW,a0I2A00000XQaYgUAL
a0A2A00000TxRIxUAN,005F0000007WnNDIA0,0062A00000oBYiWQAW,a0I2A00000XQdYeUAL
a0A2A00000TxRJ1UAN,005F0000007WnNDIA0,0062A00000oBYiCQAW,a0I2A00000XQg7pUAD
a0A2A00000TxRJ2UAN,005F0000007WnNDIA0,0062A00000oBYgaQAG,a0I2A00000XQgKJUA1
a0A2A00000TxRJ6UAN,005F0000007WnNDIA0,0062A00000oBYhnQAG,a0I2A00000XuD5mUAF
a0A2A00000TxRJBUA3,005F0000007WnNDIA0,0062A00000oBYiIQAW,a0I2A00000XuMIpUAN
a0A2A00000TxRJDUA3,005F0000007WnNDIA0,0062A00000oBYiIQAW,a0I2A00000XuX4CUAV
a0A2A00000TxRJEUA3,005F0000007WnNDIA0,0062A00000oBYyjQAG,a0I2A00000XuYeaUAF
a0A2A00000TxRJFUA3,005F0000007WnNDIA0,0062A00000oBYigQAG,a0I2A00000XubG2UAJ
a0A2A00000TxRJGUA3,005F0000007WnNDIA0,0062A00000oBYigQAG,a0I2A00000XubGHUAZ
a0A2A00000TxRJHUA3,005F0000007WnNDIA0,0062A00000oBYjpQAG,a0I2A00000XwSpkUAF
a0A2A00000TxRJJUA3,005F0000007WnNDIA0,0062A00000oBYi2QAG,a0I2A00000XxFknUAF
a0A2A00000TxRJKUA3,005F0000007WnNDIA0,0062A00000oBYh4QAG,a0I2A00000XxFt3UAF
a0A2A00000TxRJLUA3,005F0000007WnNDIA0,0062A00000oBYiMQAW,a0I2A00000YG2R7UAL
a0A2A00000TxRJMUA3,005F0000007WnNDIA0,0062A00000oBYhsQAG,a0I2A00000YHdOEUA1
a0A2A00000TxRJNUA3,005F0000007WnNDIA0,0062A00000oBYgkQAG,a0I2A00000YIaYEUA1
a0A2A00000TxRJQUA3,005F0000007WnNDIA0,0062A00000oBGndQAG,a0I2A00000Y5jjiUAB
a0A2A00000TxRJfUAN,005F0000007WnNDIA0,0062A00000ni5DIQAY,a0I2A00000Y5jjmUAB
a0A2A00000TxS7KUAV,005F0000007WnNDIA0,0062A00000oBYjZQAW,a0I2A00000Y5k4pUAB
a0A2A00000TxS7PUAV,005F0000007WnNDIA0,0062A00000oBn1WQAS,a0I2A00000XQLb7UAH
a0A2A00000TxS7QUAV,005F0000007WnNDIA0,0062A00000oBieLQAS,a0I2A00000XQLRKUA5
a0A2A00000TxS7RUAV,005F0000007WnNDIA0,0062A00000oBl2kQAC,a0I2A00000XuFS0UAN
a0A2A00000TxS7UUAV,005F0000007WnNDIA0,0062A00000oBkRFQA0,a0I2A00000Xwe6qUAB
a0A2A00000TxS7aUAF,005F0000007WnNDIA0,0062A00000oBYibQAG,a0I2A00000Y5k4wUAB
a0A2A00000TxS7cUAF,005F0000007WnNDIA0,0062A00000oBYgzQAG,a0I2A00000Y5k50UAB
a0A2A00000TxS7dUAF,005F0000007WnNDIA0,0062A00000oBYgzQAG,a0I2A00000Y5k51UAB
a0A2A00000TxS7eUAF,005F0000007WnNDIA0,0062A00000oBYgzQAG,a0I2A00000Y5k52UAB
a0A2A00000TxS7fUAF,005F0000007WnNDIA0,0062A00000oBYgzQAG,a0I2A00000Y5k53UAB
a0A2A00000TxS7gUAF,005F0000007WnNDIA0,0062A00000oBYhxQAG,a0I2A00000Y5k54UAB
a0A2A00000TxS7jUAF,005F0000007WnNDIA0,0062A00000oBYigQAG,a0I2A00000Y5k55UAB
a0A2A00000TxSc9UAF,005F0000007WnNDIA0,0062A00000moDekQAE,a0I2A00000Xwh2IUAR
a0A2A00000TxScEUAV,005F0000007WnNDIA0,0062A00000nE2gjQAC,a0I2A00000Y5kOBUAZ
a0A2A00000TxScFUAV,005F0000007WnNDIA0,0062A00000oBYhxQAG,a0I2A00000YGPpSUAX
a0A2A00000TxScJUAV,005F0000007WnNDIA0,0062A00000oBs45QAC,a0I2A00000XQLb7UAH
a0A2A00000TxScPUAV,005F0000007WnNDIA0,0062A00000oBs2eQAC,a0I2A00000XQeCrUAL
a0A2A00000TxScTUAV,005F0000007WnNDIA0,0062A00000oBsHdQAK,a0I2A00000XQffPUAT
a0A2A00000TxScYUAV,005F0000007WnNDIA0,0062A00000oBpPoQAK,a0I2A00000XubG4UAJ
a0A2A00000TxScZUAV,005F0000007WnNDIA0,0062A00000oBYhxQAG,a0I2A00000XwP5RUAV
a0A2A00000TxScdUAF,005F0000007WnNDIA0,0062A00000oBsKhQAK,a0I2A00000YGv8XUAT
a0A2A00000TxSciUAF,005F0000007WnNDIA0,0062A00000oBjZmQAK,a0I2A00000Y5kOGUAZ
a0A2A00000TxSowUAF,005F0000007WnNDIA0,0062A00000moDekQAE,a0I2A00000Y5kx1UAB
a0A2A00000TxSp1UAF,005F0000007WnNDIA0,0062A00000oBxbUQAS,a0I2A00000XuF3vUAF
a0A2A00000TxSp7UAF,005F0000007WnNDIA0,0062A00000oBxIrQAK,a0I2A00000YIfiVUAT
a0A2A00000TxTRbUAN,005F0000007WnNDIA0,0062A00000oC3fIQAS,a0I2A00000XQHHTUA5
a0A2A00000TxTRgUAN,005F0000007WnNDIA0,0062A00000oC3eeQAC,a0I2A00000XQKsvUAH
a0A2A00000TxTRhUAN,005F0000007WnNDIA0,0062A00000oX8J9QAK,a0I2A00000XQLHZUA5
a0A2A00000TxTRlUAN,005F0000007WnNDIA0,0062A00000oC5iEQAS,a0I2A00000XQM3nUAH
a0A2A00000TxTRvUAN,005F0000007WnNDIA0,0062A00000oC26UQAS,a0I2A00000XQUIMUA5
a0A2A00000TxTS0UAN,005F0000007WnNDIA0,0062A00000oX8J9QAK,a0I2A00000XuwlqUAB
a0A2A00000TxTS1UAN,005F0000007WnNDIA0,0062A00000oX8J9QAK,a0I2A00000XuwlrUAB
a0A2A00000TxTS2UAN,005F0000007WnNDIA0,0062A00000oX8J9QAK,a0I2A00000XuwlxUAB
a0A2A00000TxTS5UAN,005F0000007WnNDIA0,0062A00000oX8J9QAK,a0I2A00000YHaHKUA1
a0A2A00000TxTi5UAF,005F0000007WnNDIA0,0062A00000oXBHUQA4,a0I2A00000XQGNqUAP
a0A2A00000TxTi6UAF,005F0000007WnNDIA0,0062A00000oXBkCQAW,a0I2A00000XQIioUAH
a0A2A00000TxTi7UAF,005F0000007WnNDIA0,0062A00000oXC55QAG,a0I2A00000XQJTRUA5
a0A2A00000TxTi8UAF,005F0000007WnNDIA0,0062A00000oXB9VQAW,a0I2A00000XQfJ4UAL
