id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client
0012A000029kkcZQAQ,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,3,0,3,0
0012A000023Xp5FQAS,27,39492,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,18,9,6,43,9,17
0012A000026WZSfQAO,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,5,0,5,0
0012A000023Xr7RQAS,2,13342,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,10,4,11,1
0012A000023Y6mSQAS,4,2302,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,11,8,12,3
0012A000023Y25PQAS,6,10775,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,5,43,9,44,1
0012A000023XvVdQAK,6,2464,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,16,6,16,2
0012A00002AXHJUQA5,113,203365,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,66,47,330,174,383,47
0012A000023XlnWQAS,43,95272,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,29,14,106,74,128,20
0012A000023XlYlQAK,81,1338,FALSE,FALSE,Conduit/CMBS,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,80,0,89,25,1
0012A000023XtsCQAS,63,144695,TRUE,FALSE,Life Insurance Company,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,43,20,115,83,137,29
0012A000023XyqEQAS,5,2752,TRUE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,4,5,5,5,1
0012A000023XomnQAC,15,26869,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12,3,16,19,25,11
0012A000023YLmuQAG,151,79872,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,22,129,20,224,97,17
0012A000023XljZQAS,149,116671,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,82,67,97,206,128,48
0012A000023XmcPQAS,2,1429,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,2,2,3,0
0012A000023XwuAQAS,14,46437,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11,3,4,29,5,11
0012A000023YErnQAG,1,197,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,2,3,0
0012A000023XlbzQAC,133,52624,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,113,20,78,185,92,107
0012A000023YAupQAG,53,88294,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,39,14,68,81,80,28
0012A000029ksNUQAY,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,26,0,26,0
0012A000023XrTNQA0,72,95374,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,48,24,83,97,122,31
0012A000029wIOEQA2,9,21417,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,28,20,28,3
0012A000023XuSrQAK,3,1575,TRUE,FALSE,Life Insurance Company,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,3,3,3,3,0
0012A000023XurYQAS,105,109059,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,28,77,156,162,180,22
0012A000023YC73QAG,2,871,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,3,2,3,0
0012A000023XlZFQA0,22,15444,TRUE,TRUE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,18,14,26,34,2
0012A000023XpojQAC,13,4106,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,5,2,28,6,8
0012A000023YGgTQAW,9,5835,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,5,19,10,19,4
0012A000023XowrQAC,108,193100,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,94,14,163,224,197,79
0012A000023YEpUQAW,25,23045,TRUE,FALSE,Conduit/CMBS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11,14,36,31,47,7
0012A000026WOVoQAO,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,49,0,49,0
0012A000026WbZtQAK,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,27,0,38,0
0012A000023XleaQAC,72,157694,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,39,33,128,117,138,35
0012A000023Xo4PQAS,9,46895,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,4,30,17,33,5
0012A000023Y2cDQAS,99,1289,TRUE,TRUE,Conduit/CMBS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,98,0,128,41,1
0012A000023Xt8TQAS,43,11559,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39,4,25,69,25,37
0012A000023XoHnQAK,125,97448,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,93,32,519,176,579,69
0012A000023YAKQQA4,16,15243,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,14,2,16,26,19,9
0012A000023Xm93QAC,7,19032,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,3,69,12,73,4
0012A000023YAtbQAG,91,68045,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,70,21,1124,145,1166,52
0012A000023Xx5aQAC,16,3954,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,3,5,26,6,13
0012A000023XuEmQAK,7,5799,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,3,29,9,29,4
0012A000023XpUOQA0,10,19910,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,9,67,11,67,1
0012A000023YEM8QAO,4,6000,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,1,12,6,12,1
0012A000023XxsPQAS,2,268,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,2,2,1
0012A000023XyCzQAK,14,36766,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,6,53,25,55,4
0012A000023Xq8IQAS,40,75307,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,34,6,84,55,92,27
0012A000029ZzX1QAK,359,106567,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,239,120,1295,476,1479,184
0012A000023YB7QQAW,43,76401,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,13,45,54,54,27
0012A000023XuFlQAK,1,658,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A00002AMTi6QAH,0,0,TRUE,FALSE,Account,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,16,0,16,0
0012A000023XnzGQAS,4,9906,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,8,4,8,2
0012A000029kBQvQAM,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,4,0,4,0
0012A000029keztQAA,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,2,0,2,0
0012A000023YE0MQAW,8,37156,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,62,26,65,3
0012A000023XtmmQAC,26,102788,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,13,18,41,24,12
0012A000023Y70dQAC,1,0,FALSE,FALSE,Pension Fund,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023YCBzQAO,24,8967,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,8,23,32,38,10
0012A000026WYGMQA4,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,16,0,16,0
0012A000023XoqxQAC,14,1229,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,1,6,22,7,12
0012A000023YB67QAG,294,122561,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,105,189,14,404,172,88
0012A000023XpRKQA0,26,82581,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,11,15,49,48,64,8
0012A000023YB0TQAW,71,103828,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,55,16,82,116,120,50
0012A000023Y7YYQA0,17,8275,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,15,39,5,45,2
0012A000023XlqHQAS,120,11757,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,118,2,13,134,14,117
0012A000023Y53GQAS,4,574,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,1,5,1,0
0012A000029wILyQAM,7,23544,TRUE,FALSE,Account,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,2,50,19,52,3
0012A000023Xmd9QAC,10,27307,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,2,51,22,61,8
0012A00002Bg1wEQAR,0,4,TRUE,FALSE,Account,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,5,0,5,0
0012A000023Xo6pQAC,47,40339,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,33,14,3,134,12,33
0012A000029Y74hQAC,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,4,0,5,0
0012A000023Xop7QAC,10,34659,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,3,27,18,32,7
0012A000023XnlGQAS,10,6532,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6,4,2,16,6,5
0012A000023YGL6QAO,5,213,TRUE,FALSE,Life Insurance Company,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,5,5,5,0
0012A000023XlVXQA0,75,18585,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,72,24,83,51,1
0012A000023XvdPQAS,42,93577,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,24,210,56,230,16
0012A000023Xtn5QAC,2,441,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,2,1,0
0012A000024GOYkQAO,56,7077,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,2,5,57,5,52
0012A000023Y3GrQAK,1,4207,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,3,2,3,0
0012A000023Xos1QAC,7,2297,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,2,20,4,6
